Machine Name ,Perkin-Elmer Spectrum 100,,P35,,,P40,,,P45,
,Attenuated total reflectance mode in the region of 4000?650 cm?1. 16 scans were done with a resolution of 4 cm?1,,Wavenumber / cm-1,Transmittance ,,Wavenumber / cm-1,Transmittance ,,Wavenumber / cm-1,Transmittance 
,,,1888,99.18,,1888,149.31,,1888,204.21
,,,1887,99.18,,1887,149.32,,1887,204.22
,,,1886,99.18,,1886,149.33,,1886,204.23
,,,1885,99.18,,1885,149.32,,1885,204.22
,,,1884,99.16,,1884,149.29,,1884,204.21
,,,1883,99.15,,1883,149.28,,1883,204.2
,,,1882,99.14,,1882,149.28,,1882,204.21
,,,1881,99.12,,1881,149.28,,1881,204.2
,,,1880,99.11,,1880,149.27,,1880,204.19
,,,1879,99.11,,1879,149.27,,1879,204.18
,,,1878,99.11,,1878,149.27,,1878,204.18
,,,1877,99.11,,1877,149.26,,1877,204.18
,,,1876,99.11,,1876,149.25,,1876,204.17
,,,1875,99.11,,1875,149.26,,1875,204.17
,,,1874,99.13,,1874,149.26,,1874,204.18
,,,1873,99.15,,1873,149.27,,1873,204.18
,,,1872,99.18,,1872,149.28,,1872,204.15
,,,1871,99.21,,1871,149.31,,1871,204.12
,,,1870,99.24,,1870,149.33,,1870,204.09
,,,1869,99.24,,1869,149.31,,1869,204.08
,,,1868,99.23,,1868,149.27,,1868,204.08
,,,1867,99.21,,1867,149.26,,1867,204.1
,,,1866,99.19,,1866,149.27,,1866,204.13
,,,1865,99.17,,1865,149.29,,1865,204.15
,,,1864,99.14,,1864,149.3,,1864,204.16
,,,1863,99.14,,1863,149.3,,1863,204.18
,,,1862,99.14,,1862,149.31,,1862,204.2
,,,1861,99.15,,1861,149.31,,1861,204.21
,,,1860,99.14,,1860,149.29,,1860,204.2
,,,1859,99.13,,1859,149.28,,1859,204.19
,,,1858,99.12,,1858,149.28,,1858,204.17
,,,1857,99.1,,1857,149.26,,1857,204.15
,,,1856,99.07,,1856,149.24,,1856,204.12
,,,1855,99.06,,1855,149.23,,1855,204.1
,,,1854,99.07,,1854,149.25,,1854,204.11
,,,1853,99.08,,1853,149.26,,1853,204.11
,,,1852,99.09,,1852,149.26,,1852,204.11
,,,1851,99.11,,1851,149.26,,1851,204.12
,,,1850,99.13,,1850,149.27,,1850,204.14
,,,1849,99.14,,1849,149.26,,1849,204.14
,,,1848,99.16,,1848,149.24,,1848,204.13
,,,1847,99.19,,1847,149.26,,1847,204.11
,,,1846,99.22,,1846,149.31,,1846,204.09
,,,1845,99.2,,1845,149.35,,1845,204.05
,,,1844,99.15,,1844,149.36,,1844,204.03
,,,1843,99.1,,1843,149.34,,1843,204.04
,,,1842,99.08,,1842,149.33,,1842,204.05
,,,1841,99.06,,1841,149.29,,1841,204.03
,,,1840,99.02,,1840,149.22,,1840,204
,,,1839,99,,1839,149.17,,1839,203.99
,,,1838,98.99,,1838,149.13,,1838,203.98
,,,1837,98.99,,1837,149.11,,1837,203.97
,,,1836,98.97,,1836,149.08,,1836,203.96
,,,1835,98.97,,1835,149.07,,1835,203.95
,,,1834,98.98,,1834,149.08,,1834,203.94
,,,1833,99.01,,1833,149.1,,1833,203.9
,,,1832,99.04,,1832,149.12,,1832,203.84
,,,1831,99.05,,1831,149.12,,1831,203.78
,,,1830,99.05,,1830,149.09,,1830,203.77
,,,1829,99.04,,1829,149.07,,1829,203.79
,,,1828,99.04,,1828,149.07,,1828,203.8
,,,1827,99.04,,1827,149.11,,1827,203.8
,,,1826,99.03,,1826,149.13,,1826,203.79
,,,1825,98.98,,1825,149.09,,1825,203.79
,,,1824,98.93,,1824,149.04,,1824,203.79
,,,1823,98.9,,1823,149.03,,1823,203.8
,,,1822,98.9,,1822,149.03,,1822,203.82
,,,1821,98.89,,1821,149.03,,1821,203.82
,,,1820,98.89,,1820,149.02,,1820,203.82
,,,1819,98.88,,1819,149.01,,1819,203.82
,,,1818,98.88,,1818,149.01,,1818,203.82
,,,1817,98.86,,1817,149,,1817,203.81
,,,1816,98.84,,1816,148.99,,1816,203.78
,,,1815,98.84,,1815,148.98,,1815,203.77
,,,1814,98.84,,1814,148.96,,1814,203.75
,,,1813,98.84,,1813,148.94,,1813,203.73
,,,1812,98.84,,1812,148.91,,1812,203.7
,,,1811,98.84,,1811,148.89,,1811,203.68
,,,1810,98.83,,1810,148.88,,1810,203.69
,,,1809,98.81,,1809,148.87,,1809,203.7
,,,1808,98.79,,1808,148.87,,1808,203.69
,,,1807,98.76,,1807,148.85,,1807,203.67
,,,1806,98.74,,1806,148.83,,1806,203.65
,,,1805,98.72,,1805,148.81,,1805,203.62
,,,1804,98.73,,1804,148.79,,1804,203.59
,,,1803,98.75,,1803,148.79,,1803,203.55
,,,1802,98.78,,1802,148.8,,1802,203.51
,,,1801,98.77,,1801,148.79,,1801,203.45
,,,1800,98.75,,1800,148.77,,1800,203.42
,,,1799,98.72,,1799,148.75,,1799,203.45
,,,1798,98.71,,1798,148.74,,1798,203.5
,,,1797,98.7,,1797,148.72,,1797,203.54
,,,1796,98.71,,1796,148.71,,1796,203.54
,,,1795,98.73,,1795,148.73,,1795,203.5
,,,1794,98.74,,1794,148.77,,1794,203.44
,,,1793,98.74,,1793,148.8,,1793,203.38
,,,1792,98.71,,1792,148.79,,1792,203.36
,,,1791,98.69,,1791,148.79,,1791,203.37
,,,1790,98.67,,1790,148.79,,1790,203.41
,,,1789,98.63,,1789,148.77,,1789,203.42
,,,1788,98.59,,1788,148.73,,1788,203.42
,,,1787,98.57,,1787,148.69,,1787,203.41
,,,1786,98.56,,1786,148.68,,1786,203.4
,,,1785,98.55,,1785,148.68,,1785,203.37
,,,1784,98.54,,1784,148.67,,1784,203.34
,,,1783,98.52,,1783,148.64,,1783,203.3
,,,1782,98.5,,1782,148.6,,1782,203.26
,,,1781,98.47,,1781,148.52,,1781,203.22
,,,1780,98.43,,1780,148.45,,1780,203.19
,,,1779,98.41,,1779,148.43,,1779,203.18
,,,1778,98.4,,1778,148.44,,1778,203.17
,,,1777,98.4,,1777,148.44,,1777,203.16
,,,1776,98.41,,1776,148.43,,1776,203.16
,,,1775,98.46,,1775,148.45,,1775,203.19
,,,1774,98.49,,1774,148.52,,1774,203.18
,,,1773,98.47,,1773,148.55,,1773,203.09
,,,1772,98.41,,1772,148.51,,1772,202.97
,,,1771,98.35,,1771,148.44,,1771,202.88
,,,1770,98.32,,1770,148.41,,1770,202.86
,,,1769,98.27,,1769,148.39,,1769,202.87
,,,1768,98.18,,1768,148.34,,1768,202.85
,,,1767,98.1,,1767,148.28,,1767,202.8
,,,1766,98.04,,1766,148.21,,1766,202.74
,,,1765,98.02,,1765,148.15,,1765,202.69
,,,1764,98.01,,1764,148.09,,1764,202.62
,,,1763,97.99,,1763,148.05,,1763,202.55
,,,1762,97.95,,1762,148.01,,1762,202.49
,,,1761,97.89,,1761,147.95,,1761,202.44
,,,1760,97.84,,1760,147.9,,1760,202.39
,,,1759,97.79,,1759,147.84,,1759,202.32
,,,1758,97.73,,1758,147.77,,1758,202.23
,,,1757,97.64,,1757,147.67,,1757,202.13
,,,1756,97.53,,1756,147.56,,1756,202.03
,,,1755,97.45,,1755,147.47,,1755,201.98
,,,1754,97.4,,1754,147.42,,1754,201.97
,,,1753,97.36,,1753,147.4,,1753,201.94
,,,1752,97.29,,1752,147.34,,1752,201.8
,,,1751,97.16,,1751,147.21,,1751,201.54
,,,1750,96.95,,1750,146.97,,1750,201.2
,,,1749,96.67,,1749,146.62,,1749,200.8
,,,1748,96.32,,1748,146.2,,1748,200.4
,,,1747,95.94,,1747,145.78,,1747,200.03
,,,1746,95.55,,1746,145.39,,1746,199.64
,,,1745,95.1,,1745,144.95,,1745,199.15
,,,1744,94.55,,1744,144.41,,1744,198.52
,,,1743,93.94,,1743,143.79,,1743,197.8
,,,1742,93.26,,1742,143.14,,1742,196.99
,,,1741,92.42,,1741,142.34,,1741,196.03
,,,1740,91.35,,1740,141.3,,1740,194.89
,,,1739,90.25,,1739,140.18,,1739,193.74
,,,1738,89.38,,1738,139.28,,1738,192.83
,,,1737,88.71,,1737,138.59,,1737,192.13
,,,1736,87.93,,1736,137.85,,1736,191.3
,,,1735,86.63,,1735,136.6,,1735,189.9
,,,1734,84.86,,1734,134.82,,1734,187.96
,,,1733,83.32,,1733,133.21,,1733,186.19
,,,1732,82.22,,1732,132.01,,1732,184.8
,,,1731,81.24,,1731,130.86,,1731,183.54
,,,1730,80.22,,1730,129.63,,1730,182.31
,,,1729,79.21,,1729,128.44,,1729,181.13
,,,1728,78.31,,1728,127.42,,1728,180.07
,,,1727,77.57,,1727,126.58,,1727,179.15
,,,1726,76.92,,1726,125.83,,1726,178.3
,,,1725,76.28,,1725,125.08,,1725,177.43
,,,1724,75.63,,1724,124.32,,1724,176.55
,,,1723,75.04,,1723,123.64,,1723,175.73
,,,1722,74.58,,1722,123.12,,1722,175.04
,,,1721,74.21,,1721,122.71,,1721,174.48
,,,1720,73.83,,1720,122.34,,1720,173.96
,,,1719,73.33,,1719,121.87,,1719,173.35
,,,1718,72.59,,1718,121.2,,1718,172.53
,,,1717,71.74,,1717,120.42,,1717,171.53
,,,1716,70.95,,1716,119.7,,1716,170.55
,,,1715,70.22,,1715,119.03,,1715,169.67
,,,1714,69.54,,1714,118.37,,1714,168.92
,,,1713,68.94,,1713,117.77,,1713,168.28
,,,1712,68.4,,1712,117.22,,1712,167.7
,,,1711,67.89,,1711,116.72,,1711,167.11
,,,1710,67.4,,1710,116.23,,1710,166.51
,,,1709,66.94,,1709,115.78,,1709,165.92
,,,1708,66.53,,1708,115.36,,1708,165.32
,,,1707,66.09,,1707,114.89,,1707,164.69
,,,1706,65.56,,1706,114.35,,1706,164
,,,1705,65.07,,1705,113.83,,1705,163.4
,,,1704,64.77,,1704,113.51,,1704,163
,,,1703,64.59,,1703,113.38,,1703,162.72
,,,1702,64.36,,1702,113.27,,1702,162.35
,,,1701,63.93,,1701,113.01,,1701,161.77
,,,1700,63.45,,1700,112.59,,1700,161.26
,,,1699,63.18,,1699,112.29,,1699,161.04
,,,1698,63.1,,1698,112.17,,1698,160.99
,,,1697,63.07,,1697,112.13,,1697,160.98
,,,1696,63.07,,1696,112.13,,1696,160.97
,,,1695,63.12,,1695,112.19,,1695,160.97
,,,1694,63.26,,1694,112.29,,1694,161
,,,1693,63.52,,1693,112.44,,1693,161.14
,,,1692,63.94,,1692,112.66,,1692,161.48
,,,1691,64.53,,1691,113.04,,1691,162.03
,,,1690,65.32,,1690,113.6,,1690,162.76
,,,1689,66.26,,1689,114.3,,1689,163.67
,,,1688,67.24,,1688,115.05,,1688,164.65
,,,1687,68.17,,1687,115.8,,1687,165.6
,,,1686,69.19,,1686,116.65,,1686,166.54
,,,1685,70.75,,1685,117.82,,1685,167.92
,,,1684,72.83,,1684,119.12,,1684,169.73
,,,1683,74.37,,1683,119.96,,1683,171.06
,,,1682,75.29,,1682,120.36,,1682,171.8
,,,1681,76.1,,1681,120.61,,1681,172.46
,,,1680,76.98,,1680,120.84,,1680,173.16
,,,1679,77.81,,1679,121.07,,1679,173.76
,,,1678,78.52,,1678,121.3,,1678,174.18
,,,1677,79.2,,1677,121.56,,1677,174.54
,,,1676,79.99,,1676,121.86,,1676,174.97
,,,1675,80.79,,1675,122.16,,1675,175.46
,,,1674,81.43,,1674,122.42,,1674,175.88
,,,1673,81.95,,1673,122.67,,1673,176.2
,,,1672,82.47,,1672,122.98,,1672,176.51
,,,1671,83.04,,1671,123.38,,1671,176.91
,,,1670,83.68,,1670,123.95,,1670,177.49
,,,1669,84.35,,1669,124.64,,1669,178.25
,,,1668,84.94,,1668,125.34,,1668,179
,,,1667,85.41,,1667,125.92,,1667,179.59
,,,1666,85.8,,1666,126.42,,1666,180.06
,,,1665,86.21,,1665,126.96,,1665,180.55
,,,1664,86.73,,1664,127.66,,1664,181.22
,,,1663,87.32,,1663,128.51,,1663,182.09
,,,1662,87.86,,1662,129.34,,1662,183.01
,,,1661,88.31,,1661,130.09,,1661,183.83
,,,1660,88.72,,1660,130.77,,1660,184.56
,,,1659,89.09,,1659,131.4,,1659,185.22
,,,1658,89.43,,1658,131.98,,1658,185.82
,,,1657,89.8,,1657,132.54,,1657,186.42
,,,1656,90.24,,1656,133.19,,1656,187.11
,,,1655,90.72,,1655,134.03,,1655,187.89
,,,1654,91.24,,1654,135.29,,1654,189.05
,,,1653,91.78,,1653,136.78,,1653,190.67
,,,1652,92.14,,1652,137.78,,1652,191.74
,,,1651,92.28,,1651,138.17,,1651,191.9
,,,1650,92.33,,1650,138.2,,1650,191.77
,,,1649,92.43,,1649,138.19,,1649,191.89
,,,1648,92.7,,1648,138.56,,1648,192.5
,,,1647,93.07,,1647,139.29,,1647,193.46
,,,1646,93.33,,1646,140.02,,1646,194.32
,,,1645,93.48,,1645,140.56,,1645,194.9
,,,1644,93.61,,1644,140.96,,1644,195.28
,,,1643,93.74,,1643,141.22,,1643,195.58
,,,1642,93.85,,1642,141.41,,1642,195.88
,,,1641,93.99,,1641,141.63,,1641,196.19
,,,1640,94.19,,1640,141.9,,1640,196.5
,,,1639,94.41,,1639,142.19,,1639,196.79
,,,1638,94.61,,1638,142.46,,1638,197.04
,,,1637,94.8,,1637,142.78,,1637,197.28
,,,1636,95.01,,1636,143.18,,1636,197.64
,,,1635,95.16,,1635,143.52,,1635,198.01
,,,1634,95.19,,1634,143.7,,1634,198.25
,,,1633,95.23,,1633,143.78,,1633,198.41
,,,1632,95.3,,1632,143.81,,1632,198.57
,,,1631,95.39,,1631,143.83,,1631,198.72
,,,1630,95.47,,1630,143.88,,1630,198.81
,,,1629,95.55,,1629,143.95,,1629,198.9
,,,1628,95.66,,1628,144.06,,1628,199.06
,,,1627,95.77,,1627,144.17,,1627,199.24
,,,1626,95.85,,1626,144.28,,1626,199.34
,,,1625,95.91,,1625,144.38,,1625,199.39
,,,1624,95.99,,1624,144.49,,1624,199.51
,,,1623,96.07,,1623,144.58,,1623,199.69
,,,1622,96.09,,1622,144.62,,1622,199.85
,,,1621,96.13,,1621,144.66,,1621,199.99
,,,1620,96.21,,1620,144.75,,1620,200.19
,,,1619,96.32,,1619,144.89,,1619,200.44
,,,1618,96.41,,1618,145.06,,1618,200.65
,,,1617,96.44,,1617,145.22,,1617,200.76
,,,1616,96.45,,1616,145.35,,1616,200.79
,,,1615,96.43,,1615,145.38,,1615,200.69
,,,1614,96.36,,1614,145.29,,1614,200.53
,,,1613,96.3,,1613,145.15,,1613,200.43
,,,1612,96.28,,1612,145.08,,1612,200.45
,,,1611,96.3,,1611,145.07,,1611,200.49
,,,1610,96.3,,1610,145.07,,1610,200.5
,,,1609,96.3,,1609,145.07,,1609,200.51
,,,1608,96.32,,1608,145.1,,1608,200.54
,,,1607,96.34,,1607,145.14,,1607,200.58
,,,1606,96.32,,1606,145.16,,1606,200.57
,,,1605,96.28,,1605,145.15,,1605,200.54
,,,1604,96.27,,1604,145.16,,1604,200.54
,,,1603,96.26,,1603,145.19,,1603,200.55
,,,1602,96.23,,1602,145.18,,1602,200.52
,,,1601,96.19,,1601,145.18,,1601,200.48
,,,1600,96.18,,1600,145.2,,1600,200.46
,,,1599,96.17,,1599,145.22,,1599,200.45
,,,1598,96.15,,1598,145.22,,1598,200.41
,,,1597,96.11,,1597,145.19,,1597,200.35
,,,1596,96.09,,1596,145.18,,1596,200.31
,,,1595,96.06,,1595,145.16,,1595,200.27
,,,1594,95.99,,1594,145.12,,1594,200.19
,,,1593,95.91,,1593,145.06,,1593,200.09
,,,1592,95.85,,1592,145.03,,1592,200.01
,,,1591,95.78,,1591,144.99,,1591,199.94
,,,1590,95.68,,1590,144.91,,1590,199.81
,,,1589,95.56,,1589,144.8,,1589,199.65
,,,1588,95.44,,1588,144.71,,1588,199.51
,,,1587,95.32,,1587,144.61,,1587,199.36
,,,1586,95.16,,1586,144.46,,1586,199.17
,,,1585,94.97,,1585,144.28,,1585,198.94
,,,1584,94.8,,1584,144.11,,1584,198.73
,,,1583,94.62,,1583,143.93,,1583,198.51
,,,1582,94.4,,1582,143.7,,1582,198.24
,,,1581,94.17,,1581,143.46,,1581,197.95
,,,1580,94.01,,1580,143.27,,1580,197.76
,,,1579,93.9,,1579,143.15,,1579,197.68
,,,1578,93.76,,1578,143.04,,1578,197.6
,,,1577,93.5,,1577,142.89,,1577,197.33
,,,1576,93.15,,1576,142.68,,1576,196.87
,,,1575,92.81,,1575,142.44,,1575,196.32
,,,1574,92.52,,1574,142.16,,1574,195.76
,,,1573,92.28,,1573,141.84,,1573,195.28
,,,1572,92.08,,1572,141.55,,1572,194.88
,,,1571,91.82,,1571,141.26,,1571,194.41
,,,1570,91.39,,1570,140.83,,1570,193.8
,,,1569,90.9,,1569,140.34,,1569,193.18
,,,1568,90.52,,1568,139.97,,1568,192.72
,,,1567,90.19,,1567,139.65,,1567,192.3
,,,1566,89.78,,1566,139.22,,1566,191.75
,,,1565,89.29,,1565,138.69,,1565,191.12
,,,1564,88.85,,1564,138.19,,1564,190.57
,,,1563,88.58,,1563,137.9,,1563,190.26
,,,1562,88.43,,1562,137.78,,1562,190.02
,,,1561,88.26,,1561,137.76,,1561,189.58
,,,1560,87.74,,1560,137.36,,1560,188.59
,,,1559,86.59,,1559,136.12,,1559,187.01
,,,1558,85.53,,1558,134.91,,1558,185.7
,,,1557,84.93,,1557,134.33,,1557,185.07
,,,1556,84.47,,1556,133.82,,1556,184.56
,,,1555,83.89,,1555,133.11,,1555,183.92
,,,1554,83.21,,1554,132.3,,1554,183.14
,,,1553,82.58,,1553,131.56,,1553,182.34
,,,1552,82.03,,1552,130.91,,1552,181.61
,,,1551,81.44,,1551,130.19,,1551,180.84
,,,1550,80.73,,1550,129.37,,1550,179.96
,,,1549,80.02,,1549,128.58,,1549,179.13
,,,1548,79.48,,1548,128,,1548,178.47
,,,1547,79.05,,1547,127.54,,1547,177.91
,,,1546,78.61,,1546,127.04,,1546,177.31
,,,1545,78.09,,1545,126.41,,1545,176.6
,,,1544,77.6,,1544,125.8,,1544,175.92
,,,1543,77.2,,1543,125.32,,1543,175.37
,,,1542,76.8,,1542,124.89,,1542,174.89
,,,1541,76.24,,1541,124.31,,1541,174.33
,,,1540,75.59,,1540,123.68,,1540,173.72
,,,1539,75.11,,1539,123.28,,1539,173.29
,,,1538,74.84,,1538,123.1,,1538,172.97
,,,1537,74.7,,1537,122.93,,1537,172.66
,,,1536,74.63,,1536,122.75,,1536,172.41
,,,1535,74.58,,1535,122.6,,1535,172.22
,,,1534,74.48,,1534,122.46,,1534,172.05
,,,1533,74.37,,1533,122.35,,1533,171.96
,,,1532,74.34,,1532,122.35,,1532,172
,,,1531,74.36,,1531,122.41,,1531,172.07
,,,1530,74.4,,1530,122.47,,1530,172.12
,,,1529,74.44,,1529,122.52,,1529,172.15
,,,1528,74.51,,1528,122.59,,1528,172.23
,,,1527,74.59,,1527,122.71,,1527,172.35
,,,1526,74.67,,1526,122.84,,1526,172.47
,,,1525,74.73,,1525,122.95,,1525,172.59
,,,1524,74.82,,1524,123.08,,1524,172.75
,,,1523,74.94,,1523,123.24,,1523,172.98
,,,1522,75.05,,1522,123.44,,1522,173.25
,,,1521,75.11,,1521,123.63,,1521,173.5
,,,1520,75.17,,1520,123.81,,1520,173.65
,,,1519,75.24,,1519,123.94,,1519,173.73
,,,1518,75.32,,1518,124,,1518,173.88
,,,1517,75.45,,1517,124.08,,1517,174.21
,,,1516,75.64,,1516,124.26,,1516,174.65
,,,1515,75.85,,1515,124.53,,1515,175.1
,,,1514,76.08,,1514,124.84,,1514,175.53
,,,1513,76.36,,1513,125.17,,1513,175.98
,,,1512,76.71,,1512,125.53,,1512,176.49
,,,1511,77.14,,1511,125.93,,1511,177.03
,,,1510,77.62,,1510,126.34,,1510,177.61
,,,1509,78.17,,1509,126.83,,1509,178.25
,,,1508,78.95,,1508,127.56,,1508,179.2
,,,1507,80.06,,1507,128.67,,1507,180.58
,,,1506,80.96,,1506,129.72,,1506,181.87
,,,1505,81.43,,1505,130.39,,1505,182.69
,,,1504,81.8,,1504,130.81,,1504,183.23
,,,1503,82.24,,1503,131.14,,1503,183.75
,,,1502,82.8,,1502,131.54,,1502,184.38
,,,1501,83.45,,1501,132.09,,1501,185.12
,,,1500,84.15,,1500,132.75,,1500,185.91
,,,1499,84.91,,1499,133.49,,1499,186.8
,,,1498,85.75,,1498,134.32,,1498,187.85
,,,1497,86.6,,1497,135.21,,1497,188.97
,,,1496,87.33,,1496,136,,1496,189.92
,,,1495,87.87,,1495,136.58,,1495,190.57
,,,1494,88.28,,1494,136.96,,1494,191
,,,1493,88.64,,1493,137.23,,1493,191.32
,,,1492,88.98,,1492,137.47,,1492,191.63
,,,1491,89.36,,1491,137.77,,1491,192
,,,1490,89.74,,1490,138.07,,1490,192.43
,,,1489,89.95,,1489,138.26,,1489,192.71
,,,1488,89.93,,1488,138.29,,1488,192.8
,,,1487,89.78,,1487,138.21,,1487,192.8
,,,1486,89.58,,1486,138.06,,1486,192.74
,,,1485,89.3,,1485,137.83,,1485,192.59
,,,1484,88.94,,1484,137.49,,1484,192.29
,,,1483,88.49,,1483,137.05,,1483,191.87
,,,1482,87.93,,1482,136.49,,1482,191.32
,,,1481,87.29,,1481,135.85,,1481,190.68
,,,1480,86.69,,1480,135.24,,1480,190.04
,,,1479,86.19,,1479,134.74,,1479,189.46
,,,1478,85.76,,1478,134.3,,1478,188.93
,,,1477,85.34,,1477,133.86,,1477,188.41
,,,1476,84.96,,1476,133.43,,1476,187.93
,,,1475,84.59,,1475,133.05,,1475,187.5
,,,1474,84.07,,1474,132.55,,1474,186.92
,,,1473,83.14,,1473,131.66,,1473,185.95
,,,1472,81.88,,1472,130.46,,1472,184.69
,,,1471,80.64,,1471,129.29,,1471,183.53
,,,1470,79.51,,1470,128.22,,1470,182.51
,,,1469,78.45,,1469,127.16,,1469,181.55
,,,1468,77.47,,1468,126.17,,1468,180.61
,,,1467,76.59,,1467,125.29,,1467,179.73
,,,1466,75.81,,1466,124.52,,1466,178.91
,,,1465,75.16,,1465,123.86,,1465,178.21
,,,1464,74.73,,1464,123.39,,1464,177.75
,,,1463,74.53,,1463,123.16,,1463,177.54
,,,1462,74.49,,1462,123.07,,1462,177.47
,,,1461,74.56,,1461,123.07,,1461,177.48
,,,1460,74.75,,1460,123.19,,1460,177.63
,,,1459,75.08,,1459,123.49,,1459,177.96
,,,1458,75.57,,1458,123.99,,1458,178.53
,,,1457,76.21,,1457,124.68,,1457,179.27
,,,1456,76.82,,1456,125.36,,1456,179.97
,,,1455,77.33,,1455,125.88,,1455,180.46
,,,1454,77.81,,1454,126.25,,1454,180.87
,,,1453,78.36,,1453,126.63,,1453,181.37
,,,1452,79,,1452,127.14,,1452,181.96
,,,1451,79.65,,1451,127.72,,1451,182.55
,,,1450,80.28,,1450,128.31,,1450,183.1
,,,1449,80.91,,1449,128.91,,1449,183.66
,,,1448,81.56,,1448,129.5,,1448,184.26
,,,1447,82.13,,1447,130.04,,1447,184.82
,,,1446,82.6,,1446,130.49,,1446,185.33
,,,1445,83,,1445,130.87,,1445,185.77
,,,1444,83.39,,1444,131.22,,1444,186.18
,,,1443,83.76,,1443,131.55,,1443,186.55
,,,1442,84.1,,1442,131.84,,1442,186.88
,,,1441,84.42,,1441,132.09,,1441,187.16
,,,1440,84.71,,1440,132.32,,1440,187.41
,,,1439,84.98,,1439,132.57,,1439,187.61
,,,1438,85.24,,1438,132.86,,1438,187.8
,,,1437,85.53,,1437,133.21,,1437,188.06
,,,1436,85.81,,1436,133.53,,1436,188.39
,,,1435,86.05,,1435,133.79,,1435,188.7
,,,1434,86.27,,1434,133.99,,1434,188.99
,,,1433,86.55,,1433,134.22,,1433,189.31
,,,1432,86.9,,1432,134.56,,1432,189.7
,,,1431,87.32,,1431,134.99,,1431,190.14
,,,1430,87.77,,1430,135.48,,1430,190.63
,,,1429,88.22,,1429,135.97,,1429,191.13
,,,1428,88.6,,1428,136.4,,1428,191.57
,,,1427,88.91,,1427,136.73,,1427,191.9
,,,1426,89.16,,1426,136.99,,1426,192.16
,,,1425,89.39,,1425,137.2,,1425,192.36
,,,1424,89.54,,1424,137.32,,1424,192.49
,,,1423,89.6,,1423,137.37,,1423,192.53
,,,1422,89.62,,1422,137.41,,1422,192.53
,,,1421,89.61,,1421,137.46,,1421,192.49
,,,1420,89.53,,1420,137.45,,1420,192.33
,,,1419,89.34,,1419,137.28,,1419,192.05
,,,1418,89.11,,1418,137.03,,1418,191.76
,,,1417,88.91,,1417,136.79,,1417,191.5
,,,1416,88.72,,1416,136.54,,1416,191.28
,,,1415,88.55,,1415,136.29,,1415,191.08
,,,1414,88.42,,1414,136.09,,1414,190.89
,,,1413,88.36,,1413,135.94,,1413,190.74
,,,1412,88.35,,1412,135.85,,1412,190.6
,,,1411,88.4,,1411,135.79,,1411,190.5
,,,1410,88.48,,1410,135.8,,1410,190.44
,,,1409,88.62,,1409,135.88,,1409,190.45
,,,1408,88.79,,1408,136.01,,1408,190.52
,,,1407,89.01,,1407,136.19,,1407,190.63
,,,1406,89.29,,1406,136.46,,1406,190.84
,,,1405,89.64,,1405,136.82,,1405,191.15
,,,1404,89.97,,1404,137.19,,1404,191.49
,,,1403,90.25,,1403,137.53,,1403,191.81
,,,1402,90.5,,1402,137.83,,1402,192.1
,,,1401,90.78,,1401,138.12,,1401,192.37
,,,1400,91.07,,1400,138.42,,1400,192.68
,,,1399,91.35,,1399,138.67,,1399,192.98
,,,1398,91.59,,1398,138.86,,1398,193.25
,,,1397,91.75,,1397,138.97,,1397,193.41
,,,1396,91.78,,1396,138.94,,1396,193.41
,,,1395,91.64,,1395,138.72,,1395,193.21
,,,1394,91.35,,1394,138.34,,1394,192.83
,,,1393,90.95,,1393,137.85,,1393,192.33
,,,1392,90.48,,1392,137.26,,1392,191.72
,,,1391,89.95,,1391,136.58,,1391,191.02
,,,1390,89.42,,1390,135.89,,1390,190.29
,,,1389,88.89,,1389,135.24,,1389,189.57
,,,1388,88.39,,1388,134.64,,1388,188.89
,,,1387,87.98,,1387,134.17,,1387,188.38
,,,1386,87.76,,1386,133.94,,1386,188.17
,,,1385,87.75,,1385,133.97,,1385,188.27
,,,1384,87.84,,1384,134.17,,1384,188.59
,,,1383,87.97,,1383,134.45,,1383,189.02
,,,1382,88.04,,1382,134.75,,1382,189.46
,,,1381,88.02,,1381,134.99,,1381,189.83
,,,1380,87.88,,1380,135.12,,1380,190.08
,,,1379,87.67,,1379,135.18,,1379,190.23
,,,1378,87.5,,1378,135.22,,1378,190.34
,,,1377,87.43,,1377,135.31,,1377,190.45
,,,1376,87.46,,1376,135.46,,1376,190.6
,,,1375,87.56,,1375,135.66,,1375,190.78
,,,1374,87.67,,1374,135.87,,1374,190.96
,,,1373,87.75,,1373,136.05,,1373,191.08
,,,1372,87.75,,1372,136.14,,1372,191.11
,,,1371,87.66,,1371,136.13,,1371,191.02
,,,1370,87.49,,1370,135.99,,1370,190.8
,,,1369,87.19,,1369,135.72,,1369,190.42
,,,1368,86.79,,1368,135.34,,1368,189.91
,,,1367,86.37,,1367,134.94,,1367,189.37
,,,1366,86.05,,1366,134.63,,1366,188.95
,,,1365,85.92,,1365,134.49,,1365,188.75
,,,1364,86.05,,1364,134.61,,1364,188.86
,,,1363,86.42,,1363,134.98,,1363,189.27
,,,1362,86.9,,1362,135.48,,1362,189.84
,,,1361,87.31,,1361,135.95,,1361,190.37
,,,1360,87.59,,1360,136.29,,1360,190.76
,,,1359,87.78,,1359,136.52,,1359,191.05
,,,1358,87.93,,1358,136.69,,1358,191.29
,,,1357,88.09,,1357,136.86,,1357,191.52
,,,1356,88.26,,1356,137.04,,1356,191.76
,,,1355,88.44,,1355,137.23,,1355,192
