Machine Name,Bruker Avance III HD 600 MHz,,P40 - H NMR,
,5 mm PABBO BB Probe used with CDCL3 as solvent. 64 scans carried out. ,,Chemical Shift / ppm,Intensity 
,,,6.04,-2314.59
,,,6.04,-2012.94
,,,6.04,-1930.39
,,,6.04,-2000.17
,,,6.04,-2182.33
,,,6.04,-1991.95
,,,6.04,-1786.61
,,,6.05,-1923.45
,,,6.05,-2230.39
,,,6.05,-2007.84
,,,6.05,-1838.41
,,,6.05,-1900.92
,,,6.05,-1963.03
,,,6.05,-2213.77
,,,6.05,-2351.61
,,,6.05,-1798.23
,,,6.05,-1766.61
,,,6.05,-1767.42
,,,6.05,-1772.94
,,,6.05,-2177.86
,,,6.05,-2270.19
,,,6.05,-1945.03
,,,6.05,-2173.05
,,,6.06,-2501.83
,,,6.06,-1713.3
,,,6.06,-1882.47
,,,6.06,-2404.72
,,,6.06,-2543.66
,,,6.06,-2171.56
,,,6.06,-1656.11
,,,6.06,-1310.88
,,,6.06,-1504.09
,,,6.06,-1420.44
,,,6.06,-2031.41
,,,6.06,-1968.88
,,,6.06,-1763.97
,,,6.06,-1981.47
,,,6.06,-1871.22
,,,6.06,-1861.89
,,,6.07,-1850.98
,,,6.07,-1753
,,,6.07,-1802.89
,,,6.07,-1745.64
,,,6.07,-1898.89
,,,6.07,-2160.13
,,,6.07,-2075.72
,,,6.07,-2121.83
,,,6.07,-1855.83
,,,6.07,-1838.08
,,,6.07,-1927.17
,,,6.07,-1872.89
,,,6.07,-1832.11
,,,6.07,-1961.25
,,,6.07,-2343
,,,6.07,-2098.86
,,,6.08,-2112.88
,,,6.08,-2115.25
,,,6.08,-2083.2
,,,6.08,-2048.17
,,,6.08,-2028.8
,,,6.08,-1583.25
,,,6.08,-1746.41
,,,6.08,-2169.97
,,,6.08,-1862.34
,,,6.08,-1830.25
,,,6.08,-1208.56
,,,6.08,-1395.52
,,,6.08,-1902.78
,,,6.08,-2212.7
,,,6.08,-1977.7
,,,6.08,-1933.58
,,,6.09,-2022.8
,,,6.09,-1807.66
,,,6.09,-1663.97
,,,6.09,-2077.8
,,,6.09,-1747.5
,,,6.09,-1668.22
,,,6.09,-1982.31
,,,6.09,-1316.84
,,,6.09,-1589.58
,,,6.09,-1618.38
,,,6.09,-1502.83
,,,6.09,-1034.63
,,,6.09,-1641.86
,,,6.09,-1376.98
,,,6.09,-1261.64
,,,6.09,-1911.83
,,,6.1,-2232.2
,,,6.1,-2148.88
,,,6.1,-1569.05
,,,6.1,-1497.31
,,,6.1,-2058.78
,,,6.1,-2208.27
,,,6.1,-2024.03
,,,6.1,-2028.19
,,,6.1,-1712.19
,,,6.1,-1774.39
,,,6.1,-1835.39
,,,6.1,-1574.86
,,,6.1,-1354.52
,,,6.1,-1588.44
,,,6.1,-1861.25
,,,6.1,-1592
,,,6.11,-1834.64
,,,6.11,-2435.06
,,,6.11,-2162.08
,,,6.11,-1963.2
,,,6.11,-2293.14
,,,6.11,-2187.69
,,,6.11,-2030.66
,,,6.11,-1957.08
,,,6.11,-1484.06
,,,6.11,-1409.55
,,,6.11,-2017.38
,,,6.11,-1795.09
,,,6.11,-1853.28
,,,6.11,-1852.14
,,,6.11,-1809.95
,,,6.12,-1745.27
,,,6.12,-1878.78
,,,6.12,-1786.92
,,,6.12,-1790.92
,,,6.12,-1595.31
,,,6.12,-1481.72
,,,6.12,-1555.63
,,,6.12,-1694
,,,6.12,-2020.55
,,,6.12,-1974.75
,,,6.12,-1604.3
,,,6.12,-1717.36
,,,6.12,-1703.7
,,,6.12,-1625.63
,,,6.12,-1932.08
,,,6.12,-2021.52
,,,6.13,-1844.59
,,,6.13,-2132.98
,,,6.13,-2604.77
,,,6.13,-2409.83
,,,6.13,-2477.03
,,,6.13,-2165.75
,,,6.13,-2318.52
,,,6.13,-2069.78
,,,6.13,-1998.78
,,,6.13,-1781.66
,,,6.13,-2086.84
,,,6.13,-2454.67
,,,6.13,-2562.19
,,,6.13,-2459.55
,,,6.13,-1844.22
,,,6.13,-1609.06
,,,6.14,-1605.81
,,,6.14,-1624.25
,,,6.14,-1148.13
,,,6.14,-1218.41
,,,6.14,-1583.13
,,,6.14,-2078.03
,,,6.14,-1757.64
,,,6.14,-1653.09
,,,6.14,-1616.22
,,,6.14,-1926.89
,,,6.14,-1993.7
,,,6.14,-1788.02
,,,6.14,-1956.48
,,,6.14,-2086.61
,,,6.14,-1804.52
,,,6.14,-1468.94
,,,6.15,-1726.19
,,,6.15,-1847.67
,,,6.15,-1666.55
,,,6.15,-1815.2
,,,6.15,-2052.13
,,,6.15,-2204.72
,,,6.15,-1816.02
,,,6.15,-1738.41
,,,6.15,-1588.94
,,,6.15,-1746.94
,,,6.15,-1895.22
,,,6.15,-2458.19
,,,6.15,-2158.69
,,,6.15,-1546.66
,,,6.15,-1403.5
,,,6.15,-1469.73
,,,6.16,-1604.39
,,,6.16,-1846.25
,,,6.16,-2225.88
,,,6.16,-1957.92
,,,6.16,-1987.67
,,,6.16,-2031.83
,,,6.16,-1960.95
,,,6.16,-1778.55
,,,6.16,-1923.98
,,,6.16,-1449.3
,,,6.16,-1278.88
,,,6.16,-1527.25
,,,6.16,-1992.73
,,,6.16,-2139.98
,,,6.16,-2071.95
,,,6.16,-2206.98
,,,6.17,-2329.77
,,,6.17,-1986.48
,,,6.17,-1452.86
,,,6.17,-1617.84
,,,6.17,-2165.17
,,,6.17,-1890.8
,,,6.17,-1707.59
,,,6.17,-2220.23
,,,6.17,-2266.23
,,,6.17,-2454.25
,,,6.17,-2272.92
,,,6.17,-1905.61
,,,6.17,-1701.05
,,,6.17,-1560.95
,,,6.17,-1560.16
,,,6.17,-1594.8
,,,6.18,-1889.38
,,,6.18,-2234.19
,,,6.18,-1657.52
,,,6.18,-1511.38
,,,6.18,-1938.22
,,,6.18,-1686.55
,,,6.18,-1695.19
,,,6.18,-1645.53
,,,6.18,-1852.86
,,,6.18,-1778.86
,,,6.18,-1835.48
,,,6.18,-1914.36
,,,6.18,-1769.7
,,,6.18,-1844.44
,,,6.18,-1746.69
,,,6.18,-2289.42
,,,6.19,-2219.7
,,,6.19,-2048.05
,,,6.19,-1895.91
,,,6.19,-1576.58
,,,6.19,-1681.52
,,,6.19,-2076.58
,,,6.19,-1775.84
,,,6.19,-1519.45
,,,6.19,-1883.98
,,,6.19,-1922.47
,,,6.19,-2306.72
,,,6.19,-2104.19
,,,6.19,-2034.84
,,,6.19,-2037.94
,,,6.19,-2240.94
,,,6.19,-2028.69
,,,6.2,-1721.08
,,,6.2,-1567.81
,,,6.2,-1543.28
,,,6.2,-1863.67
,,,6.2,-1985.69
,,,6.2,-1840.75
,,,6.2,-1715.53
,,,6.2,-1864.25
,,,6.2,-2004.14
,,,6.2,-2012.39
,,,6.2,-2086.53
,,,6.2,-1719.31
,,,6.2,-1603.52
,,,6.2,-2079.36
,,,6.2,-1763.58
,,,6.2,-1928.39
,,,6.21,-1738.67
,,,6.21,-1496.56
,,,6.21,-1382.72
,,,6.21,-1513.33
,,,6.21,-1958.55
,,,6.21,-1736.02
,,,6.21,-2009.06
,,,6.21,-1840.83
,,,6.21,-1779.34
,,,6.21,-1562.48
,,,6.21,-1694.8
,,,6.21,-1932.23
,,,6.21,-2154.13
,,,6.21,-1781.67
,,,6.21,-2288.25
,,,6.21,-2200.39
,,,6.22,-2201.44
,,,6.22,-1998.67
,,,6.22,-2145.63
,,,6.22,-1985.47
,,,6.22,-2122.75
,,,6.22,-2333.09
,,,6.22,-2349.92
,,,6.22,-2219.23
,,,6.22,-1829.06
,,,6.22,-1799
,,,6.22,-1325.8
,,,6.22,-1430.02
,,,6.22,-1896.7
,,,6.22,-1895.66
,,,6.22,-1834.63
,,,6.22,-1817.08
,,,6.23,-1895.56
,,,6.23,-2047.02
,,,6.23,-2057.91
,,,6.23,-1510.86
,,,6.23,-1473.61
,,,6.23,-1647.95
,,,6.23,-1472.78
,,,6.23,-1339.28
,,,6.23,-1659.91
,,,6.23,-1441.69
,,,6.23,-1426.59
,,,6.23,-1899.92
,,,6.23,-1846.06
,,,6.23,-2096.98
,,,6.23,-2090.34
,,,6.23,-1790.14
,,,6.24,-1881.38
,,,6.24,-1808.52
,,,6.24,-1530.72
,,,6.24,-1586.5
,,,6.24,-1928.31
,,,6.24,-2394.36
,,,6.24,-2238.3
,,,6.24,-2090.75
,,,6.24,-2292.22
,,,6.24,-2016.89
,,,6.24,-1663.61
,,,6.24,-1858.53
,,,6.24,-2008.84
,,,6.24,-2175.59
,,,6.24,-2231.02
,,,6.24,-1837.03
,,,6.25,-1706.11
,,,6.25,-1988.72
,,,6.25,-1845.53
,,,6.25,-1787.63
,,,6.25,-1505.5
,,,6.25,-1620.56
,,,6.25,-1985.69
,,,6.25,-2085.81
,,,6.25,-1855.69
,,,6.25,-1513.95
,,,6.25,-1366.47
,,,6.25,-1360.7
,,,6.25,-1460.27
,,,6.25,-1501.94
,,,6.25,-1622.73
,,,6.25,-1550.03
,,,6.26,-2053.86
,,,6.26,-2472.48
,,,6.26,-2344.47
,,,6.26,-1949.44
,,,6.26,-1636.7
,,,6.26,-1868.36
,,,6.26,-2232.86
,,,6.26,-2236.27
,,,6.26,-1777.28
,,,6.26,-1394.22
,,,6.26,-1199
,,,6.26,-1180.97
,,,6.26,-1537.84
,,,6.26,-1603.86
,,,6.26,-1169.13
,,,6.26,-1471.53
,,,6.27,-1816.73
,,,6.27,-2204.02
,,,6.27,-1865.7
,,,6.27,-1578.16
,,,6.27,-1337.03
,,,6.27,-1617.67
,,,6.27,-1419.34
,,,6.27,-1595.67
,,,6.27,-2023.69
,,,6.27,-2238.67
,,,6.27,-2192.27
,,,6.27,-1907.23
,,,6.27,-1584.84
,,,6.27,-1722.67
,,,6.27,-1829.84
,,,6.28,-1680.72
,,,6.28,-1850.95
,,,6.28,-2005.53
,,,6.28,-1605.48
,,,6.28,-1479.88
,,,6.28,-1956.86
,,,6.28,-2013.97
,,,6.28,-2133.27
,,,6.28,-2003.48
,,,6.28,-1975.61
,,,6.28,-1652.63
,,,6.28,-1476.14
,,,6.28,-1520.48
,,,6.28,-1619.56
,,,6.28,-1709.25
,,,6.28,-2048.31
,,,6.29,-2201.47
,,,6.29,-1996.47
,,,6.29,-1621.63
,,,6.29,-1774.09
,,,6.29,-1673.7
,,,6.29,-1677.25
,,,6.29,-1620.41
,,,6.29,-1661.22
,,,6.29,-1486.23
,,,6.29,-1763.58
,,,6.29,-1611.97
,,,6.29,-1484
,,,6.29,-1723.94
,,,6.29,-1497.75
,,,6.29,-1378.83
,,,6.29,-1393.22
,,,6.3,-1331.39
,,,6.3,-1022.61
,,,6.3,-1422.92
,,,6.3,-1552.02
,,,6.3,-1768.47
,,,6.3,-1245.8
,,,6.3,-1300.55
,,,6.3,-1434.56
,,,6.3,-1607.3
,,,6.3,-1499.16
,,,6.3,-1600.73
,,,6.3,-1784.56
,,,6.3,-1813.78
,,,6.3,-1734.64
,,,6.3,-1854.89
,,,6.3,-1862.08
,,,6.31,-1932.47
,,,6.31,-2037.06
,,,6.31,-1927
,,,6.31,-2067.95
,,,6.31,-2149.94
,,,6.31,-2383.75
,,,6.31,-1931.64
,,,6.31,-1620.38
,,,6.31,-1430.52
,,,6.31,-1583.94
,,,6.31,-1527.55
,,,6.31,-1499.47
,,,6.31,-1363.98
,,,6.31,-1040.33
,,,6.31,-1610.81
,,,6.31,-1945.81
,,,6.32,-1746.83
,,,6.32,-1973.09
,,,6.32,-2296.83
,,,6.32,-2036.08
,,,6.32,-2244.98
,,,6.32,-2094.23
,,,6.32,-1996.03
,,,6.32,-1457.34
,,,6.32,-1315.45
,,,6.32,-1128.61
,,,6.32,-1567.06
,,,6.32,-1568.27
,,,6.32,-1746.41
,,,6.32,-1700.09
,,,6.32,-1439.27
,,,6.32,-1370.11
,,,6.33,-1632.67
,,,6.33,-1815.09
,,,6.33,-1852.19
,,,6.33,-2001.08
,,,6.33,-1609.02
,,,6.33,-1558.48
,,,6.33,-2261.56
,,,6.33,-2344.22
,,,6.33,-1827.27
,,,6.33,-1830.66
,,,6.33,-1748.36
,,,6.33,-1847.86
,,,6.33,-1722.86
,,,6.33,-1545.86
,,,6.33,-1546.64
,,,6.33,-1725.89
,,,6.34,-1630.94
,,,6.34,-2115.17
,,,6.34,-2079.45
,,,6.34,-1745.59
,,,6.34,-1485.33
,,,6.34,-1665.44
,,,6.34,-2106.31
,,,6.34,-2035.09
,,,6.34,-1671.89
,,,6.34,-1395.69
,,,6.34,-1933.06
,,,6.34,-2145.72
,,,6.34,-1641.39
,,,6.34,-2164.75
,,,6.34,-2092.48
,,,6.34,-1886.42
,,,6.35,-1370.16
,,,6.35,-1547.92
,,,6.35,-1780.09
,,,6.35,-1909.22
,,,6.35,-2014.11
,,,6.35,-1802.67
,,,6.35,-1603.28
,,,6.35,-1720.23
,,,6.35,-2041.09
,,,6.35,-2020.5
,,,6.35,-1412.53
,,,6.35,-1875.2
,,,6.35,-1978.7
,,,6.35,-2025.05
,,,6.35,-2104.91
,,,6.35,-2303.81
,,,6.36,-2090.7
,,,6.36,-2510.64
,,,6.36,-1970.67
,,,6.36,-1965.61
,,,6.36,-1706.75
,,,6.36,-1690.77
,,,6.36,-1950.94
,,,6.36,-1773.16
,,,6.36,-1180.84
,,,6.36,-1829.23
,,,6.36,-1929.83
,,,6.36,-1923.42
,,,6.36,-1478.88
,,,6.36,-2021.09
,,,6.36,-1808.7
,,,6.36,-1580.06
,,,6.37,-1674.28
,,,6.37,-1295.56
,,,6.37,-1437.72
,,,6.37,-1529.16
,,,6.37,-1337.7
,,,6.37,-1395
,,,6.37,-1549.09
,,,6.37,-1751.56
,,,6.37,-1502.94
,,,6.37,-1444.23
,,,6.37,-1409.38
,,,6.37,-2073.67
,,,6.37,-1846.38
,,,6.37,-1838.16
,,,6.37,-1698.5
,,,6.37,-1530.5
,,,6.38,-1525.83
,,,6.38,-2064.34
,,,6.38,-1964.66
,,,6.38,-1400.72
,,,6.38,-1491.03
,,,6.38,-1635.19
,,,6.38,-1815.17
,,,6.38,-1028.23
,,,6.38,-884.59
,,,6.38,-1313.58
,,,6.38,-1732.45
,,,6.38,-1653.52
,,,6.38,-1709.42
,,,6.38,-1655.23
,,,6.38,-1849.91
,,,6.38,-1679.7
,,,6.39,-1469.92
,,,6.39,-1385.94
,,,6.39,-1775.92
,,,6.39,-2477.38
,,,6.39,-1831.7
,,,6.39,-1760.03
,,,6.39,-1951.66
,,,6.39,-1129.06
,,,6.39,-1158.23
,,,6.39,-1264.42
,,,6.39,-1519.08
,,,6.39,-1651.7
,,,6.39,-1801.8
,,,6.39,-1963.2
,,,6.39,-1767.39
,,,6.39,-1669.95
,,,6.4,-1624.89
,,,6.4,-1357.69
,,,6.4,-1640.94
,,,6.4,-1688.73
,,,6.4,-1730.33
,,,6.4,-1779.28
,,,6.4,-1745.69
,,,6.4,-1970.88
,,,6.4,-1553.42
,,,6.4,-1233.38
,,,6.4,-1422.97
,,,6.4,-2196.05
,,,6.4,-2217.36
,,,6.4,-2338.86
,,,6.4,-2208.39
,,,6.4,-1915.17
,,,6.41,-1523.66
,,,6.41,-1599.36
,,,6.41,-1472.31
,,,6.41,-1527.31
,,,6.41,-1391.5
,,,6.41,-1482.52
,,,6.41,-1640.8
,,,6.41,-1645.09
,,,6.41,-1753.97
,,,6.41,-2007.78
,,,6.41,-2031.2
,,,6.41,-1744.31
,,,6.41,-1431.86
,,,6.41,-1382.28
,,,6.41,-1661.88
,,,6.41,-1513.56
,,,6.42,-1814.14
,,,6.42,-1418.34
,,,6.42,-1012.83
,,,6.42,-1966.38
,,,6.42,-2155.77
,,,6.42,-1521.38
,,,6.42,-1601.89
,,,6.42,-1372.84
,,,6.42,-1429.89
,,,6.42,-1559.16
,,,6.42,-1662.92
,,,6.42,-1460.88
,,,6.42,-1286.8
,,,6.42,-1642.77
,,,6.42,-1649.61
,,,6.43,-1509.98
,,,6.43,-1740.81
,,,6.43,-1674.48
,,,6.43,-1761.3
,,,6.43,-1381.94
,,,6.43,-1219.84
,,,6.43,-1354.53
,,,6.43,-1639.16
,,,6.43,-1711.84
,,,6.43,-1724.2
,,,6.43,-1686.42
,,,6.43,-1577.5
,,,6.43,-1639.95
,,,6.43,-1459.58
,,,6.43,-1387.22
,,,6.43,-1492.17
,,,6.44,-2150.84
,,,6.44,-1963.31
,,,6.44,-1997.8
,,,6.44,-1841.64
,,,6.44,-1705.8
,,,6.44,-1881.27
,,,6.44,-1813.06
,,,6.44,-1713
,,,6.44,-1740.56
,,,6.44,-1586.08
,,,6.44,-1250.05
,,,6.44,-1333.13
,,,6.44,-1757.44
,,,6.44,-1655.94
,,,6.44,-1741.94
,,,6.44,-1640.2
,,,6.45,-1639.59
,,,6.45,-1846.91
,,,6.45,-1324.59
,,,6.45,-1643.3
,,,6.45,-1542.25
,,,6.45,-1236.58
,,,6.45,-1822.55
,,,6.45,-1659.88
,,,6.45,-1614.42
,,,6.45,-1334.55
,,,6.45,-1371.92
,,,6.45,-1445.11
,,,6.45,-1512.25
,,,6.45,-1522.8
,,,6.45,-1813.59
,,,6.45,-1956.69
,,,6.46,-1629.92
,,,6.46,-2028.02
,,,6.46,-1826.97
,,,6.46,-1590.64
,,,6.46,-1851.88
,,,6.46,-1977.16
,,,6.46,-1602.47
,,,6.46,-1304.13
,,,6.46,-1389.22
,,,6.46,-1547.38
,,,6.46,-1425.83
,,,6.46,-1247.14
,,,6.46,-1477.61
,,,6.46,-1656.33
,,,6.46,-1676.19
,,,6.46,-1866.88
,,,6.47,-2279.78
,,,6.47,-2222.25
,,,6.47,-1613.83
,,,6.47,-1830
,,,6.47,-1891.44
,,,6.47,-1690.88
,,,6.47,-2134.38
,,,6.47,-1703.55
,,,6.47,-1555.58
,,,6.47,-1868.84
,,,6.47,-1708.92
,,,6.47,-2065.53
,,,6.47,-1740.91
,,,6.47,-1688.36
,,,6.47,-1667.66
,,,6.47,-1771.94
,,,6.48,-1627.86
,,,6.48,-1660.98
,,,6.48,-1304.36
,,,6.48,-1220.44
,,,6.48,-1657.88
,,,6.48,-1868.34
,,,6.48,-1769.17
,,,6.48,-1689.36
,,,6.48,-1706.63
,,,6.48,-1536.17
,,,6.48,-1268.64
,,,6.48,-1301.53
,,,6.48,-1513.39
,,,6.48,-1297.89
,,,6.48,-1700.34
,,,6.48,-1730.98
,,,6.49,-1634.03
,,,6.49,-1462.34
,,,6.49,-1475.8
,,,6.49,-1479.45
,,,6.49,-1358.27
,,,6.49,-1531.33
,,,6.49,-1836.66
,,,6.49,-1717.27
,,,6.49,-1214.95
,,,6.49,-1125.73
,,,6.49,-1519.27
,,,6.49,-1673.8
,,,6.49,-1693.59
,,,6.49,-1874.08
,,,6.49,-1858.48
,,,6.49,-1712.59
,,,6.5,-1937.59
,,,6.5,-1942.48
,,,6.5,-1886.22
,,,6.5,-1872.56
,,,6.5,-1804.3
,,,6.5,-1242.89
,,,6.5,-1186.03
,,,6.5,-1614.91
,,,6.5,-1977.3
,,,6.5,-1799.42
,,,6.5,-1596.59
,,,6.5,-1227.72
,,,6.5,-1387.97
,,,6.5,-1679.34
,,,6.5,-1750.36
,,,6.5,-1228.52
,,,6.51,-1003.38
,,,6.51,-1367.73
,,,6.51,-1469.98
,,,6.51,-1379.11
,,,6.51,-1068.25
,,,6.51,-1169.86
,,,6.51,-1252.45
,,,6.51,-1190.72
,,,6.51,-1428.56
,,,6.51,-1916.44
,,,6.51,-1794.83
,,,6.51,-1581
,,,6.51,-1636.5
,,,6.51,-1752.66
,,,6.51,-1976.81
,,,6.51,-2130.78
,,,6.52,-2103.42
,,,6.52,-1441.09
,,,6.52,-1108.09
,,,6.52,-1128.94
,,,6.52,-1296.95
,,,6.52,-1317.3
,,,6.52,-1185.08
,,,6.52,-1438.81
,,,6.52,-1655.61
,,,6.52,-1406.28
,,,6.52,-1228.05
,,,6.52,-1418.22
,,,6.52,-1659.17
,,,6.52,-1649.95
,,,6.52,-1392.38
,,,6.52,-1153.06
,,,6.53,-765.14
,,,6.53,-1161.89
,,,6.53,-1323
,,,6.53,-1447.8
,,,6.53,-1718.58
,,,6.53,-1395.39
,,,6.53,-1237.94
,,,6.53,-1461.17
,,,6.53,-1611.5
,,,6.53,-1297.03
,,,6.53,-1417.75
,,,6.53,-1630.59
,,,6.53,-1601.53
,,,6.53,-1699.56
,,,6.53,-1182.52
,,,6.53,-1501.95
,,,6.54,-1471.17
,,,6.54,-1080.94
,,,6.54,-1503.31
,,,6.54,-1454.34
,,,6.54,-1039.72
,,,6.54,-1112.5
,,,6.54,-918.64
,,,6.54,-1199.73
,,,6.54,-1129.53
,,,6.54,-1665.13
,,,6.54,-1290.14
,,,6.54,-1287.73
,,,6.54,-1248.84
,,,6.54,-1494.88
,,,6.54,-1444.34
,,,6.54,-1133.25
,,,6.55,-1507.36
,,,6.55,-1206.83
,,,6.55,-1174.36
,,,6.55,-1019.77
,,,6.55,-1378.77
,,,6.55,-1490.95
,,,6.55,-1493.14
,,,6.55,-1873.78
,,,6.55,-1430.91
,,,6.55,-1159.61
,,,6.55,-1118.34
,,,6.55,-914.61
,,,6.55,-1292.77
,,,6.55,-1336.34
,,,6.55,-1413.23
,,,6.55,-1485.95
,,,6.56,-1671.45
,,,6.56,-1717.3
,,,6.56,-1812.53
,,,6.56,-1794.14
,,,6.56,-1744.08
,,,6.56,-1371.25
,,,6.56,-1397.13
,,,6.56,-1557.48
,,,6.56,-1646.2
,,,6.56,-1404.33
,,,6.56,-1412.39
,,,6.56,-1096.7
,,,6.56,-1221.23
,,,6.56,-1315.48
,,,6.56,-1947.5
,,,6.56,-1549.48
,,,6.57,-1423.59
,,,6.57,-1325.91
,,,6.57,-999.61
,,,6.57,-1206.05
,,,6.57,-994.09
,,,6.57,-1155.91
,,,6.57,-1632.2
,,,6.57,-1634.98
,,,6.57,-1146.27
,,,6.57,-1812.44
,,,6.57,-1554.2
,,,6.57,-978.03
,,,6.57,-940.38
,,,6.57,-1010.05
,,,6.57,-1105.42
,,,6.58,-810.42
,,,6.58,-1329.16
,,,6.58,-973.27
,,,6.58,-1039.25
,,,6.58,-1021.61
,,,6.58,-1071.61
,,,6.58,-1206.59
,,,6.58,-1310.69
,,,6.58,-1155.83
,,,6.58,-1722.08
,,,6.58,-1267.06
,,,6.58,-1309.17
,,,6.58,-1004.33
,,,6.58,-1161.2
,,,6.58,-903.86
,,,6.58,-852.2
,,,6.59,-553.84
,,,6.59,-810.3
,,,6.59,-784.59
,,,6.59,-983.94
,,,6.59,-1039.69
,,,6.59,-1263.52
,,,6.59,-1433
,,,6.59,-1317.77
,,,6.59,-1453.09
,,,6.59,-1534.78
,,,6.59,-1432.72
,,,6.59,-1562
,,,6.59,-1382.8
,,,6.59,-688.66
,,,6.59,-650.7
,,,6.59,-1212.64
,,,6.6,-1376.72
,,,6.6,-1324.48
,,,6.6,-1478.52
,,,6.6,-1272.83
,,,6.6,-1448.95
,,,6.6,-1731.83
,,,6.6,-1315.61
,,,6.6,-855.64
,,,6.6,-981.48
,,,6.6,-1091.11
,,,6.6,-1224.08
,,,6.6,-1204.09
,,,6.6,-1354.27
,,,6.6,-1150.05
,,,6.6,-1538.8
,,,6.6,-1732.3
,,,6.61,-1536.36
,,,6.61,-1327.53
,,,6.61,-1246.42
,,,6.61,-995.97
,,,6.61,-1131.13
,,,6.61,-1060.77
,,,6.61,-514.05
,,,6.61,-732.28
,,,6.61,-901.47
,,,6.61,-1068.36
,,,6.61,-1303.55
,,,6.61,-1177.77
,,,6.61,-1279.63
,,,6.61,-1185.86
,,,6.61,-993.53
,,,6.61,-813.78
,,,6.62,-1036.3
,,,6.62,-1286.09
,,,6.62,-1387.38
,,,6.62,-1630.55
,,,6.62,-1456.06
,,,6.62,-1104.92
,,,6.62,-1049.59
,,,6.62,-947.23
,,,6.62,-1452.3
,,,6.62,-1768.56
,,,6.62,-1632.05
,,,6.62,-1307.25
,,,6.62,-688.27
,,,6.62,-643.06
,,,6.62,-733.23
,,,6.62,-270.42
,,,6.63,-531.38
,,,6.63,-851.36
,,,6.63,-1523.52
,,,6.63,-1297.33
,,,6.63,-1500.14
,,,6.63,-1513.64
,,,6.63,-1067.78
,,,6.63,-491.09
,,,6.63,-445.28
,,,6.63,-795.66
,,,6.63,-1125.67
,,,6.63,-1276.95
,,,6.63,-1367.89
,,,6.63,-1090.33
,,,6.63,-908.67
,,,6.63,-546.8
,,,6.64,-765.59
,,,6.64,-968.11
,,,6.64,-778.22
,,,6.64,-601.98
,,,6.64,-417.31
,,,6.64,-688.31
,,,6.64,-883.78
,,,6.64,-1468.53
,,,6.64,-1106.8
,,,6.64,-873.77
,,,6.64,-828.17
,,,6.64,-248.34
,,,6.64,-745.38
,,,6.64,-420.69
,,,6.64,-777.8
,,,6.64,-977.55
,,,6.65,-979.5
,,,6.65,-920.61
,,,6.65,-1151.08
,,,6.65,-921.03
,,,6.65,-1337.19
,,,6.65,-1485.73
,,,6.65,-824.45
,,,6.65,-824.31
,,,6.65,-951.64
,,,6.65,-1436.06
,,,6.65,-1219.92
,,,6.65,-1163.64
,,,6.65,-862.25
,,,6.65,-919.67
,,,6.65,-1413.41
,,,6.65,-1307.25
,,,6.66,-907.73
,,,6.66,-890.63
,,,6.66,-692.81
,,,6.66,-361.02
,,,6.66,-433.58
,,,6.66,-726.7
,,,6.66,-665.59
,,,6.66,-289.8
,,,6.66,-578.91
,,,6.66,-1161.31
,,,6.66,-462.59
,,,6.66,-349.77
,,,6.66,-339.53
,,,6.66,-762.17
,,,6.66,-678.09
,,,6.66,-377.11
,,,6.67,-670.78
,,,6.67,-741.7
,,,6.67,-793.38
,,,6.67,-831.02
,,,6.67,-567.2
,,,6.67,-768.55
,,,6.67,-1136.91
,,,6.67,-949.33
,,,6.67,-622.64
,,,6.67,-583.8
,,,6.67,-883.3
,,,6.67,-532.08
,,,6.67,-676.88
,,,6.67,-447.53
,,,6.67,-596.91
,,,6.67,-998.83
,,,6.68,-1013.66
,,,6.68,-841.14
,,,6.68,-695.22
,,,6.68,-270.63
,,,6.68,-810.59
,,,6.68,-799.06
,,,6.68,-477.58
,,,6.68,-332.92
,,,6.68,-235.5
,,,6.68,-349.84
,,,6.68,-475.11
,,,6.68,-77.48
,,,6.68,-369.28
,,,6.68,-321.22
,,,6.68,-136.06
,,,6.68,-258.69
,,,6.69,-514.63
,,,6.69,-493.42
,,,6.69,-746.45
,,,6.69,-272.88
,,,6.69,241.69
,,,6.69,-49.67
,,,6.69,248.94
,,,6.69,198.52
,,,6.69,103.59
,,,6.69,164.77
,,,6.69,-48.81
,,,6.69,100.11
,,,6.69,-142.67
,,,6.69,-96.61
,,,6.69,-504.34
,,,6.69,-468.69
,,,6.7,-189.77
,,,6.7,123.02
,,,6.7,97.55
,,,6.7,-256.92
,,,6.7,-8.48
,,,6.7,457.11
,,,6.7,442.55
,,,6.7,278.02
,,,6.7,385.81
,,,6.7,594.94
,,,6.7,921.42
,,,6.7,503.97
,,,6.7,689.23
,,,6.7,864.38
,,,6.7,887.14
,,,6.7,849.58
,,,6.71,630.78
,,,6.71,733.8
,,,6.71,488.98
,,,6.71,853.59
,,,6.71,795.11
,,,6.71,1005.39
,,,6.71,1307.58
,,,6.71,1436.94
,,,6.71,1366.7
,,,6.71,1501.27
,,,6.71,1004.45
,,,6.71,1161.28
,,,6.71,1839.42
,,,6.71,2357.95
,,,6.71,2015.73
,,,6.71,2253.33
,,,6.72,1866.98
,,,6.72,2292.84
,,,6.72,2411.8
,,,6.72,2156.11
,,,6.72,2542.7
,,,6.72,2711.17
,,,6.72,2666.66
,,,6.72,3210.84
,,,6.72,3639.69
,,,6.72,3914.75
,,,6.72,4193.95
