Machine Name,Bruker Avance III HD 600 MHz,,P40 - H NMR,
,5 mm PABBO BB Probe used with CDCL3 as solvent. 64 scans carried out. ,,Chemical Shift / ppm,Intensity 
,,,6.72,4013.39
,,,6.72,4560.28
,,,6.72,4168.06
,,,6.72,4525.42
,,,6.73,4893.44
,,,6.73,5247.91
,,,6.73,5334.05
,,,6.73,5474.53
,,,6.73,5339.67
,,,6.73,5627.89
,,,6.73,5996.98
,,,6.73,6127.28
,,,6.73,5689.5
,,,6.73,5368.83
,,,6.73,5897.52
,,,6.73,5505.94
,,,6.73,5708.89
,,,6.73,5546.39
,,,6.73,4635.33
,,,6.73,4460.13
,,,6.74,4777.33
,,,6.74,4355.66
,,,6.74,4584.23
,,,6.74,4271.02
,,,6.74,3783.27
,,,6.74,4119.97
,,,6.74,4196.72
,,,6.74,4134.41
,,,6.74,4193.84
,,,6.74,4175.56
,,,6.74,4166.64
,,,6.74,4335.67
,,,6.74,4387.02
,,,6.74,3857.39
,,,6.74,4203.8
,,,6.74,4316.09
,,,6.75,3912.02
,,,6.75,4457.39
,,,6.75,4561.84
,,,6.75,4832.94
,,,6.75,4697.91
,,,6.75,4796.66
,,,6.75,5132.14
,,,6.75,5164.75
,,,6.75,5276.98
,,,6.75,5395.27
,,,6.75,5833.13
,,,6.75,6030.05
,,,6.75,6057.23
,,,6.75,6388.23
,,,6.75,6623.97
,,,6.75,6623.2
,,,6.76,6656.66
,,,6.76,6682.91
,,,6.76,6816.88
,,,6.76,6858.13
,,,6.76,6748.88
,,,6.76,6539.38
,,,6.76,7036.09
,,,6.76,7176.31
,,,6.76,7067.48
,,,6.76,7344.38
,,,6.76,7044.48
,,,6.76,7299.41
,,,6.76,7356.52
,,,6.76,7978.7
,,,6.76,8010.53
,,,6.76,8011.17
,,,6.77,8640.28
,,,6.77,9107.14
,,,6.77,9367.41
,,,6.77,9400.72
,,,6.77,9443.19
,,,6.77,9548.52
,,,6.77,9506.66
,,,6.77,9672.52
,,,6.77,9360.72
,,,6.77,9646.78
,,,6.77,9492.13
,,,6.77,8969.42
,,,6.77,9239.64
,,,6.77,8999.48
,,,6.77,8744.25
,,,6.77,8484.47
,,,6.78,8683.13
,,,6.78,8244
,,,6.78,8541.98
,,,6.78,8997.63
,,,6.78,8796.52
,,,6.78,9402.5
,,,6.78,9597.88
,,,6.78,9516.52
,,,6.78,9672.02
,,,6.78,10552.88
,,,6.78,11396.52
,,,6.78,11684.23
,,,6.78,11742.3
,,,6.78,11980.81
,,,6.78,11820.69
,,,6.78,11987.78
,,,6.79,12810.44
,,,6.79,12888.44
,,,6.79,13175.97
,,,6.79,13515.84
,,,6.79,13789.86
,,,6.79,13457.2
,,,6.79,13649.78
,,,6.79,13907
,,,6.79,14086.72
,,,6.79,14295.03
,,,6.79,14734.52
,,,6.79,15441.83
,,,6.79,15518.84
,,,6.79,15577.25
,,,6.79,15967.41
,,,6.79,16414.91
,,,6.8,16692.25
,,,6.8,17736.52
,,,6.8,18541.25
,,,6.8,19792.23
,,,6.8,20711.98
,,,6.8,21529.73
,,,6.8,22003.16
,,,6.8,22812.31
,,,6.8,23427.86
,,,6.8,24527.31
,,,6.8,24706.17
,,,6.8,24712.41
,,,6.8,24853.84
,,,6.8,24476.56
,,,6.8,24006.22
,,,6.8,23300.77
,,,6.81,22501.19
,,,6.81,21127.25
,,,6.81,20258.16
,,,6.81,19275.31
,,,6.81,18297.7
,,,6.81,17798.36
,,,6.81,16783.45
,,,6.81,15621.11
,,,6.81,15044.34
,,,6.81,14729.72
,,,6.81,14568.39
,,,6.81,14520.03
,,,6.81,14380.73
,,,6.81,13595.95
,,,6.81,12894.8
,,,6.81,12058.64
,,,6.82,11370.91
,,,6.82,10909.38
,,,6.82,11052.97
,,,6.82,10991.91
,,,6.82,10460.2
,,,6.82,10010.83
,,,6.82,9383.56
,,,6.82,8865.17
,,,6.82,8620.56
,,,6.82,8240.2
,,,6.82,7959.42
,,,6.82,7802.53
,,,6.82,7378.44
,,,6.82,7598.41
,,,6.82,7590.34
,,,6.82,7534.92
,,,6.83,7176.03
,,,6.83,6887.03
,,,6.83,6925.81
,,,6.83,6932.91
,,,6.83,6784.75
,,,6.83,6649.77
,,,6.83,6425.16
,,,6.83,6417.3
,,,6.83,6036
,,,6.83,5623.91
,,,6.83,5208.38
,,,6.83,5121.88
,,,6.83,5839.8
,,,6.83,5610.47
,,,6.83,5709.84
,,,6.83,5546.08
,,,6.84,5611.3
,,,6.84,5630.77
,,,6.84,5578.27
,,,6.84,5600.42
,,,6.84,5949.28
,,,6.84,5302.61
,,,6.84,4955.61
,,,6.84,4719.91
,,,6.84,4694.3
,,,6.84,4868.7
,,,6.84,4608.34
,,,6.84,5180.81
,,,6.84,4445.52
,,,6.84,4559.75
,,,6.84,4891.88
,,,6.84,5060.56
,,,6.85,5585.14
,,,6.85,5792.17
,,,6.85,6062.72
,,,6.85,6108.72
,,,6.85,5834.52
,,,6.85,6240.92
,,,6.85,6427.3
,,,6.85,6114.53
,,,6.85,6094.86
,,,6.85,6432.84
,,,6.85,6836.34
,,,6.85,6582.55
,,,6.85,6512.42
,,,6.85,6822.22
,,,6.85,6648.73
,,,6.85,6699.73
,,,6.86,6939.8
,,,6.86,7121.38
,,,6.86,6820.23
,,,6.86,6745.56
,,,6.86,6570.73
,,,6.86,6705.05
,,,6.86,6776.03
,,,6.86,6785.47
,,,6.86,6149.27
,,,6.86,5925.63
,,,6.86,6032.27
,,,6.86,6436.8
,,,6.86,6428.53
,,,6.86,6130.48
,,,6.86,6272.34
,,,6.86,6078.05
,,,6.87,6235.2
,,,6.87,6303.19
,,,6.87,6658.8
,,,6.87,6435.58
,,,6.87,6384.5
,,,6.87,6422.47
,,,6.87,5904.58
,,,6.87,5595.86
,,,6.87,5871.06
,,,6.87,6235.77
,,,6.87,6774.77
,,,6.87,6851.16
,,,6.87,6730.52
,,,6.87,6752.56
,,,6.87,6911.77
,,,6.87,6835.88
,,,6.88,7380
,,,6.88,7588.39
,,,6.88,7331.81
,,,6.88,7789.7
,,,6.88,8007.39
,,,6.88,8136.48
,,,6.88,8742.22
,,,6.88,9227.41
,,,6.88,10057.53
,,,6.88,10489.45
,,,6.88,11007.98
,,,6.88,11895.09
,,,6.88,12370.2
,,,6.88,13296.28
,,,6.88,14279.92
,,,6.89,15487.02
,,,6.89,16428.77
,,,6.89,16753.44
,,,6.89,17494.84
,,,6.89,17829.41
,,,6.89,18585.14
,,,6.89,18572.56
,,,6.89,18191.25
,,,6.89,18023.59
,,,6.89,17613.09
,,,6.89,17356.69
,,,6.89,17106.09
,,,6.89,16631.52
,,,6.89,15054.77
,,,6.89,13582.84
,,,6.89,12551.27
,,,6.9,12042.41
,,,6.9,11207.09
,,,6.9,10465.44
,,,6.9,9607.89
,,,6.9,9676.03
,,,6.9,9435.06
,,,6.9,8628.86
,,,6.9,8025.52
,,,6.9,7912.5
,,,6.9,7386.11
,,,6.9,7171.36
,,,6.9,7545.59
,,,6.9,7952.8
,,,6.9,7499.95
,,,6.9,7455.77
,,,6.9,8065.38
,,,6.91,8099.56
,,,6.91,8227.14
,,,6.91,8655.52
,,,6.91,8875.36
,,,6.91,8755.09
,,,6.91,9088.45
,,,6.91,9339.73
,,,6.91,9496.77
,,,6.91,9760.95
,,,6.91,9779.55
,,,6.91,9774.42
,,,6.91,9876.84
,,,6.91,9895.23
,,,6.91,10130.8
,,,6.91,9609.77
,,,6.91,9655.17
,,,6.92,9660.66
,,,6.92,9769.88
,,,6.92,10171.06
,,,6.92,10015.38
,,,6.92,9743.05
,,,6.92,9677.77
,,,6.92,9690.56
,,,6.92,9943.38
,,,6.92,9679.06
,,,6.92,9703.73
,,,6.92,9961.64
,,,6.92,10080.17
,,,6.92,9727.97
,,,6.92,9421.55
,,,6.92,9432.5
,,,6.92,9411.75
,,,6.93,9571.45
,,,6.93,9731.63
,,,6.93,9896.58
,,,6.93,10023.31
,,,6.93,10332.98
,,,6.93,10405.77
,,,6.93,9686.33
,,,6.93,9702.13
,,,6.93,9840.83
,,,6.93,9804.77
,,,6.93,10169.64
,,,6.93,10147.42
,,,6.93,10505.38
,,,6.93,10953.19
,,,6.93,10867.59
,,,6.93,10781.88
,,,6.94,10818.45
,,,6.94,11304.48
,,,6.94,11405.14
,,,6.94,11487.56
,,,6.94,11315.77
,,,6.94,11169.41
,,,6.94,11787.33
,,,6.94,11611.72
,,,6.94,11312.47
,,,6.94,11224.95
,,,6.94,11578.97
,,,6.94,11472
,,,6.94,11002
,,,6.94,10635.31
,,,6.94,10814.36
,,,6.94,10721.67
,,,6.95,10025.75
,,,6.95,10222.03
,,,6.95,10487.41
,,,6.95,10322.94
,,,6.95,9935.73
,,,6.95,9484.89
,,,6.95,9253.86
,,,6.95,9127.66
,,,6.95,8723.14
,,,6.95,8348.58
,,,6.95,7979.77
,,,6.95,7927.27
,,,6.95,8026.66
,,,6.95,7556.78
,,,6.95,7643.5
,,,6.95,7881.47
,,,6.96,7581.38
,,,6.96,7666.42
,,,6.96,7817.31
,,,6.96,7891.91
,,,6.96,7453.97
,,,6.96,7331.28
,,,6.96,7453.94
,,,6.96,7337
,,,6.96,7968.17
,,,6.96,7763.06
,,,6.96,7608.13
,,,6.96,7330.5
,,,6.96,7378.72
,,,6.96,7368.36
,,,6.96,6962.09
,,,6.96,6693.98
,,,6.97,6656.28
,,,6.97,6516.27
,,,6.97,6501.11
,,,6.97,6369.48
,,,6.97,6293.52
,,,6.97,6191.13
,,,6.97,6455.72
,,,6.97,5811.34
,,,6.97,5950.69
,,,6.97,6055.88
,,,6.97,6333.36
,,,6.97,5992.19
,,,6.97,5552.84
,,,6.97,5291.92
,,,6.97,4836.84
,,,6.97,4429.66
,,,6.98,4782.36
,,,6.98,5078.58
,,,6.98,4732.7
,,,6.98,4366.73
,,,6.98,4544.86
,,,6.98,4641.8
,,,6.98,4486.69
,,,6.98,4200.17
,,,6.98,4494.27
,,,6.98,4690.11
,,,6.98,4220.97
,,,6.98,4258.97
,,,6.98,4423.67
,,,6.98,4248.8
,,,6.98,4083.3
,,,6.98,4467.95
,,,6.99,4444.23
,,,6.99,4027.28
,,,6.99,3930.11
,,,6.99,4111.7
,,,6.99,4253.19
,,,6.99,4160.25
,,,6.99,4233.72
,,,6.99,4105.8
,,,6.99,4198.78
,,,6.99,4875.64
,,,6.99,4729.91
,,,6.99,4063.77
,,,6.99,3940.45
,,,6.99,4150.22
,,,6.99,3890.77
,,,6.99,4076.64
,,,7,4714.61
,,,7,4267.5
,,,7,4039.45
,,,7,3688.8
,,,7,3373.59
,,,7,4112.75
,,,7,4206.89
,,,7,4651.56
,,,7,5203.66
,,,7,6078.91
,,,7,6972.14
,,,7,6504.69
,,,7,5291.48
,,,7,4474.33
,,,7,4064.86
,,,7,3686.88
,,,7.01,3709
,,,7.01,3676.13
,,,7.01,3355.16
,,,7.01,4012.13
,,,7.01,3832.08
,,,7.01,3661.73
,,,7.01,3511.06
,,,7.01,2977.2
,,,7.01,3358.38
,,,7.01,3736.47
,,,7.01,3986.92
,,,7.01,4119.84
,,,7.01,3528.97
,,,7.01,3470.5
,,,7.01,3948.88
,,,7.01,4668.63
,,,7.02,4830.11
,,,7.02,5048.67
,,,7.02,4904.53
,,,7.02,4787.61
,,,7.02,4715.19
,,,7.02,4674.53
,,,7.02,4792.47
,,,7.02,4791.33
,,,7.02,4513.61
,,,7.02,4377
,,,7.02,4268.84
,,,7.02,4638.83
,,,7.02,4771.39
,,,7.02,4750.92
,,,7.02,4203.81
,,,7.02,4572.59
,,,7.03,4819.28
,,,7.03,4734.94
,,,7.03,4912.17
,,,7.03,4707.64
,,,7.03,4672.03
,,,7.03,5012.22
,,,7.03,5183.83
,,,7.03,5674.72
,,,7.03,5576.08
,,,7.03,5258.14
,,,7.03,5144.27
,,,7.03,5081.52
,,,7.03,4927.63
,,,7.03,4380.22
,,,7.03,4305.27
,,,7.04,4303.7
,,,7.04,4342.36
,,,7.04,4649.22
,,,7.04,4954.81
,,,7.04,4710.09
,,,7.04,4538.44
,,,7.04,4543.5
,,,7.04,4591.19
,,,7.04,4370.41
,,,7.04,3608.98
,,,7.04,3408.8
,,,7.04,3222.83
,,,7.04,3435.81
,,,7.04,3339.56
,,,7.04,3156.95
,,,7.04,3457.44
,,,7.05,3651.69
,,,7.05,3552.08
,,,7.05,3472.97
,,,7.05,3675.64
,,,7.05,3357.83
,,,7.05,3261.02
,,,7.05,3242.45
,,,7.05,2984.58
,,,7.05,2850.84
,,,7.05,2915.41
,,,7.05,2770.3
,,,7.05,2424.94
,,,7.05,2131.36
,,,7.05,2057.78
,,,7.05,2002.45
,,,7.05,2312.2
,,,7.06,3057.05
,,,7.06,2451.2
,,,7.06,2131.02
,,,7.06,1967.88
,,,7.06,1889.89
,,,7.06,1804.61
,,,7.06,1685.25
,,,7.06,1739.27
,,,7.06,2133.25
,,,7.06,2212.5
,,,7.06,2266.61
,,,7.06,1893.95
,,,7.06,2012.86
,,,7.06,1657.22
,,,7.06,1555.17
,,,7.06,1552.59
,,,7.07,1780.88
,,,7.07,1841.2
,,,7.07,1857
,,,7.07,2010.27
,,,7.07,1713.13
,,,7.07,1728.77
,,,7.07,1661.88
,,,7.07,1194.5
,,,7.07,1279.58
,,,7.07,1393.42
,,,7.07,1118.95
,,,7.07,1283.92
,,,7.07,1741.91
,,,7.07,2023.36
,,,7.07,1625.59
,,,7.07,1517.42
,,,7.08,1604.53
,,,7.08,1566.06
,,,7.08,1141.97
,,,7.08,1474.89
,,,7.08,1601.59
,,,7.08,1484.05
,,,7.08,1666.58
,,,7.08,1724.27
,,,7.08,1718.17
,,,7.08,1985.47
,,,7.08,1778.3
,,,7.08,1700.8
,,,7.08,1635.22
,,,7.08,1938.25
,,,7.08,1988.63
,,,7.08,1450.72
,,,7.09,1463.88
,,,7.09,1246.2
,,,7.09,1202.95
,,,7.09,1362.17
,,,7.09,952.27
,,,7.09,1126.22
,,,7.09,1218.53
,,,7.09,1270.25
,,,7.09,1299.34
,,,7.09,878.44
,,,7.09,1121.58
,,,7.09,1120.23
,,,7.09,469.91
,,,7.09,313.95
,,,7.09,243.91
,,,7.09,551.7
,,,7.1,485.41
,,,7.1,462.17
,,,7.1,640.02
,,,7.1,441.91
,,,7.1,419.28
,,,7.1,-46
,,,7.1,421.05
,,,7.1,549.02
,,,7.1,349.89
,,,7.1,432.16
,,,7.1,572.86
,,,7.1,430.78
,,,7.1,887.31
,,,7.1,451.17
,,,7.1,478.92
,,,7.1,349.7
,,,7.11,224.3
,,,7.11,409.41
,,,7.11,340.05
,,,7.11,290.17
,,,7.11,454.64
,,,7.11,673.02
,,,7.11,849.14
,,,7.11,586.77
,,,7.11,110.06
,,,7.11,272.69
,,,7.11,898.61
,,,7.11,743.45
,,,7.11,18.45
,,,7.11,-402.25
,,,7.11,20.28
,,,7.11,-63.8
,,,7.12,-387.7
,,,7.12,-287.52
,,,7.12,-210.83
,,,7.12,-535.2
,,,7.12,-105.48
,,,7.12,358.86
,,,7.12,171.36
,,,7.12,28.75
,,,7.12,31.89
,,,7.12,-63.42
,,,7.12,-272.8
,,,7.12,-286.13
,,,7.12,-126.89
,,,7.12,-239.05
,,,7.12,-252.77
,,,7.12,-329.56
,,,7.13,-43.33
,,,7.13,448.2
,,,7.13,354.22
,,,7.13,66.52
,,,7.13,268.38
,,,7.13,477.61
,,,7.13,670.33
,,,7.13,197.27
,,,7.13,114.14
,,,7.13,249.92
,,,7.13,471.03
,,,7.13,344.36
,,,7.13,339.14
,,,7.13,-56.56
,,,7.13,160.55
,,,7.13,368.92
,,,7.14,457.86
,,,7.14,144.81
,,,7.14,112.86
,,,7.14,228
,,,7.14,-33.06
,,,7.14,-86.19
,,,7.14,214.27
,,,7.14,287.47
,,,7.14,240.13
,,,7.14,193.19
,,,7.14,575.2
,,,7.14,544.88
,,,7.14,473.77
,,,7.14,653.27
,,,7.14,130.92
,,,7.14,-141.66
,,,7.15,252.8
,,,7.15,-97.03
,,,7.15,-694.02
,,,7.15,-264.09
,,,7.15,179.17
,,,7.15,441.16
,,,7.15,66.8
,,,7.15,53.97
,,,7.15,237.59
,,,7.15,589.08
,,,7.15,205.47
,,,7.15,190.95
,,,7.15,161.69
,,,7.15,67.19
,,,7.15,-87.53
,,,7.15,211.17
,,,7.16,-79.33
,,,7.16,47.44
,,,7.16,564.3
,,,7.16,369.7
,,,7.16,247.02
,,,7.16,609.91
,,,7.16,934.69
,,,7.16,660.75
,,,7.16,125.25
,,,7.16,116.09
,,,7.16,38.58
,,,7.16,258.83
,,,7.16,281.8
,,,7.16,519.17
,,,7.16,800.64
,,,7.16,878.92
,,,7.17,701.03
,,,7.17,653.84
,,,7.17,679.03
,,,7.17,477.53
,,,7.17,249.45
,,,7.17,673.78
,,,7.17,113.39
,,,7.17,364.48
,,,7.17,655.3
,,,7.17,953.83
,,,7.17,917.13
,,,7.17,724.45
,,,7.17,900.91
,,,7.17,577.22
,,,7.17,346.55
,,,7.17,36.64
,,,7.18,491.42
,,,7.18,305.27
,,,7.18,586.5
,,,7.18,898.31
,,,7.18,972.73
,,,7.18,699.3
,,,7.18,696.14
,,,7.18,731.48
,,,7.18,744.05
,,,7.18,512.53
,,,7.18,377.47
,,,7.18,641.08
,,,7.18,630.98
,,,7.18,475.64
,,,7.18,448.75
,,,7.19,99.38
,,,7.19,642.48
,,,7.19,585.06
,,,7.19,523.14
,,,7.19,1245.69
,,,7.19,967.78
,,,7.19,1466.92
,,,7.19,1201.72
,,,7.19,914.84
,,,7.19,711.64
,,,7.19,481.23
,,,7.19,425.98
,,,7.19,327.38
,,,7.19,933.27
,,,7.19,1087.63
,,,7.19,846.38
,,,7.2,558.09
,,,7.2,630.23
,,,7.2,1077.25
,,,7.2,1013.78
,,,7.2,1382.41
,,,7.2,1758.13
,,,7.2,1980.59
,,,7.2,2455.88
,,,7.2,2007.08
,,,7.2,1945.88
,,,7.2,2023.91
,,,7.2,1903.36
,,,7.2,1703.3
,,,7.2,966.08
,,,7.2,732.97
,,,7.2,316.78
,,,7.21,362.64
,,,7.21,384.73
,,,7.21,420.19
,,,7.21,595.36
,,,7.21,1199.52
,,,7.21,1415.88
,,,7.21,971.39
,,,7.21,1322.05
,,,7.21,1138.59
,,,7.21,1216.09
,,,7.21,1681.34
,,,7.21,1655.25
,,,7.21,1748.41
,,,7.21,1548.44
,,,7.21,1906.13
,,,7.21,1800.44
,,,7.22,2359.95
,,,7.22,2822.86
,,,7.22,2703.3
,,,7.22,2851.64
,,,7.22,2997.67
,,,7.22,2537.78
,,,7.22,2426.36
,,,7.22,2256.2
,,,7.22,2412.19
,,,7.22,2479.44
,,,7.22,2206.84
,,,7.22,2645.55
,,,7.22,2763.95
,,,7.22,3076.14
,,,7.22,2946.67
,,,7.22,3001.28
,,,7.23,3265.08
,,,7.23,2741
,,,7.23,2874.89
,,,7.23,3387.09
,,,7.23,3536.67
,,,7.23,3689.33
,,,7.23,3667.98
,,,7.23,3584.05
,,,7.23,3952.69
,,,7.23,3957.5
,,,7.23,3797.41
,,,7.23,3935.36
,,,7.23,3967.59
,,,7.23,4409.5
,,,7.23,4857.88
,,,7.23,4908.09
,,,7.24,4914.69
,,,7.24,5060.7
,,,7.24,5502.08
,,,7.24,5739.56
,,,7.24,5902.81
,,,7.24,5769.14
,,,7.24,5651.42
,,,7.24,6210.16
,,,7.24,6637.08
,,,7.24,7083.77
,,,7.24,7654.75
,,,7.24,8188
,,,7.24,8419.98
,,,7.24,8535.11
,,,7.24,8715.59
,,,7.24,8896.11
,,,7.25,9050.09
,,,7.25,9525.8
,,,7.25,10253.42
,,,7.25,11253.53
,,,7.25,12191.64
,,,7.25,12800.28
,,,7.25,13365.88
,,,7.25,13381.66
,,,7.25,13822.64
,,,7.25,15136.89
,,,7.25,16217.53
,,,7.25,16827.83
,,,7.25,18111.08
,,,7.25,19151.36
,,,7.25,20343.17
,,,7.25,20619.97
,,,7.26,21684.08
,,,7.26,23348.77
,,,7.26,24908.08
,,,7.26,26857.31
,,,7.26,29446.5
,,,7.26,32313.59
,,,7.26,35453.03
,,,7.26,39342.61
,,,7.26,44421.44
,,,7.26,51849.55
,,,7.26,62065.95
,,,7.26,75697.73
,,,7.26,95448.67
,,,7.26,126042.81
,,,7.26,182508.88
,,,7.26,293612.73
,,,7.27,471605.53
,,,7.27,652569.19
,,,7.27,606707.63
,,,7.27,381850.25
,,,7.27,225391.69
,,,7.27,132781.7
,,,7.27,78679.34
,,,7.27,47796.22
,,,7.27,30832.66
,,,7.27,21658.8
,,,7.27,15599.95
,,,7.27,11359.45
,,,7.27,8506.27
,,,7.27,6422.08
,,,7.27,4976.28
,,,7.27,4434.63
,,,7.28,3543.36
,,,7.28,2644.84
,,,7.28,2226.63
,,,7.28,1277.17
,,,7.28,828.25
,,,7.28,323.52
,,,7.28,71.08
,,,7.28,-263.84
,,,7.28,-537.31
,,,7.28,-561.95
,,,7.28,-780.72
,,,7.28,-1161.66
,,,7.28,-1445.47
,,,7.28,-862.95
,,,7.28,-781.97
,,,7.28,-796.73
,,,7.29,-759.05
,,,7.29,-1179.98
,,,7.29,-1313.59
,,,7.29,-1127.44
,,,7.29,-1541.66
,,,7.29,-1471.89
,,,7.29,-1820.92
,,,7.29,-2219.39
,,,7.29,-2215.08
,,,7.29,-1835.55
,,,7.29,-1502.94
,,,7.29,-1512.72
,,,7.29,-2197.88
,,,7.29,-2172.8
,,,7.29,-1562.69
,,,7.29,-1462.61
,,,7.3,-1512.95
,,,7.3,-1874.16
,,,7.3,-1474.48
,,,7.3,-1465.02
,,,7.3,-1586.5
,,,7.3,-1307.78
,,,7.3,-1097.59
,,,7.3,-1093.13
,,,7.3,-1623.75
,,,7.3,-1919.38
,,,7.3,-1401.47
,,,7.3,-1442.59
,,,7.3,-1497.95
,,,7.3,-1576.66
,,,7.3,-1703.63
,,,7.3,-1841.55
,,,7.31,-2037.92
,,,7.31,-2083.34
,,,7.31,-2357.64
,,,7.31,-2196.91
,,,7.31,-1743.83
,,,7.31,-1663.47
,,,7.31,-1541.05
,,,7.31,-1459.36
,,,7.31,-1981.72
,,,7.31,-1926.81
,,,7.31,-1877.34
,,,7.31,-1643.61
,,,7.31,-2183.06
,,,7.31,-1895.95
,,,7.31,-2243.5
,,,7.31,-2471.89
,,,7.32,-2208.09
,,,7.32,-1337.61
,,,7.32,-1192.86
,,,7.32,-1393.44
,,,7.32,-1601
,,,7.32,-1233.63
,,,7.32,-1602.19
,,,7.32,-1478.23
,,,7.32,-1096.09
,,,7.32,-1064.45
,,,7.32,-1279.34
,,,7.32,-1261.72
,,,7.32,-1073.06
,,,7.32,-1190.13
,,,7.32,-1390.42
,,,7.32,-803.28
,,,7.33,-629.34
,,,7.33,-583.77
,,,7.33,-1035.42
,,,7.33,-1518.98
,,,7.33,-1404.5
,,,7.33,-1172.33
,,,7.33,-1589.06
,,,7.33,-1924.92
,,,7.33,-2648.94
,,,7.33,-2710.61
,,,7.33,-2066.92
,,,7.33,-1815.52
,,,7.33,-2016.44
,,,7.33,-1908.84
,,,7.33,-1633.06
,,,7.34,-1751.63
,,,7.34,-1485.17
,,,7.34,-1845.28
,,,7.34,-2180.7
,,,7.34,-1809.31
,,,7.34,-1643.59
,,,7.34,-1743.09
,,,7.34,-1217
,,,7.34,-1275.13
,,,7.34,-1207.98
,,,7.34,-1573.08
,,,7.34,-1668.48
,,,7.34,-1626.53
,,,7.34,-1557.66
,,,7.34,-1630.09
,,,7.34,-1863.7
,,,7.35,-1853.91
,,,7.35,-1907.3
,,,7.35,-2287.17
,,,7.35,-2527.94
,,,7.35,-2270.31
,,,7.35,-1627.77
,,,7.35,-1599.5
,,,7.35,-1885.33
,,,7.35,-1923.78
,,,7.35,-1541.97
,,,7.35,-1378.66
,,,7.35,-1395.22
,,,7.35,-1178.86
,,,7.35,-1592
,,,7.35,-1566.02
,,,7.35,-1894.64
,,,7.36,-1679.42
,,,7.36,-1998.88
,,,7.36,-1593.95
,,,7.36,-1161.92
,,,7.36,-1276.98
,,,7.36,-1206.27
,,,7.36,-1607.92
,,,7.36,-1639.92
,,,7.36,-1465.94
,,,7.36,-1465.11
,,,7.36,-1443.17
,,,7.36,-893.81
,,,7.36,-479.92
,,,7.36,-846.88
,,,7.36,-1600.08
,,,7.36,-955.84
,,,7.37,-622.47
,,,7.37,-731.08
,,,7.37,-1226.13
,,,7.37,-1593.7
,,,7.37,-1747.31
,,,7.37,-1593.95
,,,7.37,-1583.48
,,,7.37,-1690.98
,,,7.37,-1046.95
,,,7.37,-1141.53
,,,7.37,-1254.52
,,,7.37,-1124.44
,,,7.37,-1154.72
,,,7.37,-1062.8
,,,7.37,-1270.33
,,,7.37,-1561.7
,,,7.38,-1547.95
,,,7.38,-1824.36
,,,7.38,-1308.64
,,,7.38,-913.48
,,,7.38,-1329.8
,,,7.38,-1235.28
,,,7.38,-1185.34
,,,7.38,-1644.41
,,,7.38,-1722.38
,,,7.38,-2293.52
,,,7.38,-2310.92
,,,7.38,-1717.61
,,,7.38,-1486.67
,,,7.38,-1528.88
,,,7.38,-1350.7
,,,7.38,-1378.34
,,,7.39,-1784.72
,,,7.39,-1378.84
,,,7.39,-1440.48
,,,7.39,-1229.3
,,,7.39,-1257.39
,,,7.39,-1671.23
,,,7.39,-2021.63
,,,7.39,-1651.86
,,,7.39,-1421.86
,,,7.39,-1188.88
,,,7.39,-1083.23
,,,7.39,-1015.59
,,,7.39,-1087.73
,,,7.39,-1259.55
,,,7.39,-1577.08
,,,7.39,-1354.97
,,,7.4,-1521.64
,,,7.4,-1373.41
,,,7.4,-1299.64
,,,7.4,-1410.58
,,,7.4,-1584.28
,,,7.4,-1609.64
,,,7.4,-1357.03
,,,7.4,-1008.44
,,,7.4,-944.86
,,,7.4,-1520.47
,,,7.4,-1507.58
,,,7.4,-881.64
,,,7.4,-921.58
,,,7.4,-1058.78
,,,7.4,-1052.86
,,,7.4,-1264.94
,,,7.41,-1294.64
,,,7.41,-1260.8
,,,7.41,-1507.33
,,,7.41,-1170.95
,,,7.41,-1055.5
,,,7.41,-715.22
,,,7.41,-1200.23
,,,7.41,-1174.03
,,,7.41,-1245.78
,,,7.41,-1608.61
,,,7.41,-1226.95
,,,7.41,-1472.78
,,,7.41,-1960.58
,,,7.41,-2096.56
,,,7.41,-1658.22
,,,7.41,-1727.73
,,,7.42,-1530.86
,,,7.42,-1373.69
,,,7.42,-1045.72
,,,7.42,-1050.69
,,,7.42,-908.61
,,,7.42,-993.31
,,,7.42,-1450.41
,,,7.42,-1237.33
,,,7.42,-1460.48
,,,7.42,-1604.28
,,,7.42,-1196.48
,,,7.42,-1484.53
,,,7.42,-1506.88
,,,7.42,-1179.64
,,,7.42,-952.05
,,,7.42,-923.95
,,,7.43,-786.67
,,,7.43,-996.61
,,,7.43,-988.66
,,,7.43,-1122.36
,,,7.43,-1599.92
,,,7.43,-1285.84
,,,7.43,-1227.81
,,,7.43,-1394.64
,,,7.43,-1575.72
,,,7.43,-1858.56
,,,7.43,-1647.78
,,,7.43,-1063.06
,,,7.43,-1364.36
,,,7.43,-1412.75
,,,7.43,-1426.47
,,,7.43,-1382.25
,,,7.44,-1206.59
,,,7.44,-1124.22
,,,7.44,-1258.17
,,,7.44,-1016.44
,,,7.44,-903.88
,,,7.44,-916.66
,,,7.44,-1259.97
,,,7.44,-1181.14
,,,7.44,-1135.94
,,,7.44,-1360.16
,,,7.44,-1076
,,,7.44,-1377.23
,,,7.44,-1758.94
,,,7.44,-1359.83
,,,7.44,-1225.8
,,,7.44,-1494.14
,,,7.45,-1388.13
,,,7.45,-1498.33
,,,7.45,-1366.81
,,,7.45,-1465.56
,,,7.45,-1443.13
