Machine Name,Bruker Avance III HD 600 MHz,,P40 - C NMR,
,5 mm PABBO BB Probe used with CDCL3 as solvent. 4096 scans carried out. ,,Chemical Shift / ppm,Intensity 
,,,133.36,-1030.03
,,,133.37,-112.3
,,,133.37,717.04
,,,133.37,1386.93
,,,133.37,1941.39
,,,133.37,2118.87
,,,133.37,1689.01
,,,133.38,855.66
,,,133.38,-73.63
,,,133.38,-1114.46
,,,133.38,-2009.6
,,,133.38,-2192.54
,,,133.39,-1876
,,,133.39,-1488.58
,,,133.39,-815.47
,,,133.39,-46.45
,,,133.39,252.1
,,,133.39,56.96
,,,133.4,-609.25
,,,133.4,-1657.62
,,,133.4,-2623.29
,,,133.4,-3391.99
,,,133.4,-4014.62
,,,133.41,-4164.88
,,,133.41,-3694.21
,,,133.41,-2926.46
,,,133.41,-2405.86
,,,133.41,-2419.28
,,,133.42,-2547.6
,,,133.42,-2267.63
,,,133.42,-1639.88
,,,133.42,-1002.51
,,,133.42,-615.76
,,,133.42,-526.8
,,,133.43,-719.8
,,,133.43,-1443.66
,,,133.43,-2661.35
,,,133.43,-3580.53
,,,133.43,-3647.81
,,,133.44,-3363.42
,,,133.44,-3571.27
,,,133.44,-4350.5
,,,133.44,-4947.53
,,,133.44,-5012.51
,,,133.44,-5258.31
,,,133.45,-6042.36
,,,133.45,-6515.48
,,,133.45,-6223.02
,,,133.45,-5781.08
,,,133.45,-5350.23
,,,133.46,-4395.26
,,,133.46,-2883.12
,,,133.46,-1281.82
,,,133.46,83.02
,,,133.46,1066.83
,,,133.46,1525.91
,,,133.47,1211.83
,,,133.47,-69.69
,,,133.47,-2062.4
,,,133.47,-3880.96
,,,133.47,-4569.64
,,,133.48,-4152.49
,,,133.48,-3458.96
,,,133.48,-2918.89
,,,133.48,-2649.63
,,,133.48,-2965.89
,,,133.48,-3827.14
,,,133.49,-4723.29
,,,133.49,-5202.18
,,,133.49,-5124.82
,,,133.49,-4700.57
,,,133.49,-3998.96
,,,133.5,-2798.44
,,,133.5,-1241.65
,,,133.5,354.79
,,,133.5,1872.29
,,,133.5,2858.2
,,,133.5,2897.48
,,,133.51,2438.69
,,,133.51,2052.61
,,,133.51,1636.86
,,,133.51,1071.34
,,,133.51,737.47
,,,133.52,1020.93
,,,133.52,1952.43
,,,133.52,3211.65
,,,133.52,4086.76
,,,133.52,4127.12
,,,133.52,3835.05
,,,133.53,3811.8
,,,133.53,3811.48
,,,133.53,3299.45
,,,133.53,2305.96
,,,133.53,1430.37
,,,133.54,1061.27
,,,133.54,1066.57
,,,133.54,1536.22
,,,133.54,2586.45
,,,133.54,3573.85
,,,133.54,3981.29
,,,133.55,4007.55
,,,133.55,3633.95
,,,133.55,2683.99
,,,133.55,1514.4
,,,133.55,687.42
,,,133.56,462.18
,,,133.56,598.7
,,,133.56,579.4
,,,133.56,177.82
,,,133.56,-561.47
,,,133.56,-1518.16
,,,133.57,-2375.04
,,,133.57,-2920.47
,,,133.57,-3156.77
,,,133.57,-2917.83
,,,133.57,-2204.89
,,,133.58,-1463.38
,,,133.58,-848.86
,,,133.58,-91.47
,,,133.58,737.87
,,,133.58,1239.2
,,,133.58,1331.26
,,,133.59,1267.33
,,,133.59,1152.77
,,,133.59,895.15
,,,133.59,581.93
,,,133.59,360.59
,,,133.6,110.47
,,,133.6,-120.44
,,,133.6,21.95
,,,133.6,488.39
,,,133.6,1053.85
,,,133.6,1992.34
,,,133.61,3369.17
,,,133.61,4586.54
,,,133.61,5334.98
,,,133.61,5780.81
,,,133.61,5886.97
,,,133.62,5705.9
,,,133.62,5597.59
,,,133.62,5404.1
,,,133.62,4592.19
,,,133.62,3339.22
,,,133.62,2297.75
,,,133.63,1766.11
,,,133.63,1676.57
,,,133.63,1729.9
,,,133.63,1695.72
,,,133.63,1681.14
,,,133.64,1710.26
,,,133.64,1680.63
,,,133.64,1579.43
,,,133.64,1181.13
,,,133.64,424.26
,,,133.64,-244.57
,,,133.65,-602.81
,,,133.65,-709.64
,,,133.65,-742.8
,,,133.65,-1437.5
,,,133.65,-3230.77
,,,133.66,-5313.21
,,,133.66,-6540.68
,,,133.66,-6338.18
,,,133.66,-4992.38
,,,133.66,-3696.95
,,,133.66,-3387.77
,,,133.67,-3775.66
,,,133.67,-4106.42
,,,133.67,-4102.96
,,,133.67,-3995.31
,,,133.67,-4015.52
,,,133.68,-3968.07
,,,133.68,-3533.95
,,,133.68,-2837
,,,133.68,-2335.69
,,,133.68,-2206.14
,,,133.68,-2061.64
,,,133.69,-1553.14
,,,133.69,-940.29
,,,133.69,-514.27
,,,133.69,-102.16
,,,133.69,331.28
,,,133.7,533.42
,,,133.7,586.77
,,,133.7,705.88
,,,133.7,733.04
,,,133.7,616.78
,,,133.71,700.66
,,,133.71,1087.89
,,,133.71,1422.54
,,,133.71,1282.87
,,,133.71,403.18
,,,133.71,-1062.31
,,,133.72,-2471.49
,,,133.72,-3218.22
,,,133.72,-3029.31
,,,133.72,-2001.93
,,,133.72,-806.82
,,,133.73,-176.15
,,,133.73,-88.26
,,,133.73,-91.7
,,,133.73,135.67
,,,133.73,818.55
,,,133.73,1871.27
,,,133.74,2846.96
,,,133.74,3437.87
,,,133.74,3608.25
,,,133.74,3475.44
,,,133.74,3234.18
,,,133.75,2833.8
,,,133.75,2022.12
,,,133.75,854.55
,,,133.75,-253.38
,,,133.75,-1011.64
,,,133.75,-1587.13
,,,133.76,-2205.88
,,,133.76,-2618.1
,,,133.76,-2469.43
,,,133.76,-1726.02
,,,133.76,-400.3
,,,133.77,1413.18
,,,133.77,3262.59
,,,133.77,4564.54
,,,133.77,4958.27
,,,133.77,4532.39
,,,133.77,3812.19
,,,133.78,3383.08
,,,133.78,3438.9
,,,133.78,3565.66
,,,133.78,3243.52
,,,133.78,2610.12
,,,133.79,2227.13
,,,133.79,2378.52
,,,133.79,2826.02
,,,133.79,2935.15
,,,133.79,2425.67
,,,133.79,1846.25
,,,133.8,1669.82
,,,133.8,1598.62
,,,133.8,1156.02
,,,133.8,277.58
,,,133.8,-791.74
,,,133.81,-1802.16
,,,133.81,-2559.27
,,,133.81,-2970.75
,,,133.81,-3188.59
,,,133.81,-3285.32
,,,133.81,-3068.07
,,,133.82,-2587.99
,,,133.82,-2073.46
,,,133.82,-1484.55
,,,133.82,-895.63
,,,133.82,-648.82
,,,133.83,-744.92
,,,133.83,-791.07
,,,133.83,-608.92
,,,133.83,-443.81
,,,133.83,-548.71
,,,133.83,-885.45
,,,133.84,-1257
,,,133.84,-1452.58
,,,133.84,-1427.8
,,,133.84,-1324.21
,,,133.84,-1038.7
,,,133.85,-324.08
,,,133.85,630.34
,,,133.85,1469.07
,,,133.85,2119.87
,,,133.85,2537.77
,,,133.85,2638.03
,,,133.86,2514.02
,,,133.86,2271.45
,,,133.86,1814.37
,,,133.86,1063.44
,,,133.86,250.75
,,,133.87,-265.01
,,,133.87,-304
,,,133.87,173.53
,,,133.87,957.03
,,,133.87,1546.59
,,,133.87,1777.64
,,,133.88,2055.43
,,,133.88,2716.12
,,,133.88,3669.25
,,,133.88,4553.45
,,,133.88,5032.11
,,,133.89,5154.66
,,,133.89,5273.28
,,,133.89,5557.33
,,,133.89,5844.04
,,,133.89,5943.73
,,,133.89,5913.53
,,,133.9,5743.04
,,,133.9,5060.36
,,,133.9,3867.92
,,,133.9,2904.4
,,,133.9,2617.89
,,,133.91,2736.09
,,,133.91,2880.38
,,,133.91,2819.37
,,,133.91,2535.53
,,,133.91,2208.09
,,,133.91,1942.13
,,,133.92,1783.05
,,,133.92,1744.64
,,,133.92,1811.24
,,,133.92,2098.93
,,,133.92,2587.3
,,,133.93,3062.75
,,,133.93,3485.19
,,,133.93,3726.4
,,,133.93,3537.7
,,,133.93,3019.92
,,,133.93,2436.37
,,,133.94,2016.36
,,,133.94,1829.6
,,,133.94,1563.58
,,,133.94,1302.8
,,,133.94,1782.11
,,,133.95,3075.21
,,,133.95,4252.32
,,,133.95,4425.15
,,,133.95,3628.77
,,,133.95,2794.74
,,,133.95,2562.84
,,,133.96,2780.03
,,,133.96,3250.61
,,,133.96,3654.24
,,,133.96,3511.68
,,,133.96,2888.55
,,,133.97,1979.72
,,,133.97,805.41
,,,133.97,-145.85
,,,133.97,-416.55
,,,133.97,-276.52
,,,133.97,-172.76
,,,133.98,-324.39
,,,133.98,-656.4
,,,133.98,-809.32
,,,133.98,-735.34
,,,133.98,-786.52
,,,133.99,-966.13
,,,133.99,-1021.72
,,,133.99,-1057.42
,,,133.99,-1157.13
,,,133.99,-1014.49
,,,134,-574.34
,,,134,-272.38
,,,134,-365.13
,,,134,-703.88
,,,134,-1176.95
,,,134,-1883.54
,,,134.01,-2775.6
,,,134.01,-3411.46
,,,134.01,-3376.64
,,,134.01,-2801.33
,,,134.01,-2228.46
,,,134.02,-2083.3
,,,134.02,-2238.29
,,,134.02,-2120.57
,,,134.02,-1422.05
,,,134.02,-427.81
,,,134.02,525.65
,,,134.03,1458.75
,,,134.03,2318.09
,,,134.03,2598.11
,,,134.03,2054.64
,,,134.03,1456.98
,,,134.04,1736.37
,,,134.04,2702.22
,,,134.04,3436.69
,,,134.04,3489.66
,,,134.04,2922.39
,,,134.04,1781.09
,,,134.05,242.14
,,,134.05,-1346.08
,,,134.05,-2940.21
,,,134.05,-4651.87
,,,134.05,-6173.83
,,,134.06,-6955.8
,,,134.06,-6799.75
,,,134.06,-5965.11
,,,134.06,-4731.97
,,,134.06,-3221.09
,,,134.06,-1855.21
,,,134.07,-1350.81
,,,134.07,-1850.83
,,,134.07,-2704.76
,,,134.07,-3341.52
,,,134.07,-3739.11
,,,134.08,-3900.32
,,,134.08,-3623.65
,,,134.08,-2843.54
,,,134.08,-1490.73
,,,134.08,369.4
,,,134.08,1923.04
,,,134.09,2375.16
,,,134.09,1895.58
,,,134.09,997.22
,,,134.09,141.12
,,,134.09,-321.59
,,,134.1,-580.05
,,,134.1,-750
,,,134.1,-428.71
,,,134.1,266.8
,,,134.1,543.97
,,,134.1,76.12
,,,134.11,-654.89
,,,134.11,-1114.48
,,,134.11,-1244.1
,,,134.11,-1070.65
,,,134.11,-590.73
,,,134.12,-114.13
,,,134.12,323.51
,,,134.12,1177
,,,134.12,2364.15
,,,134.12,3337.76
,,,134.12,4112.74
,,,134.13,5118.38
,,,134.13,6309.13
,,,134.13,7014.27
,,,134.13,6740.48
,,,134.13,5676.65
,,,134.14,4310.74
,,,134.14,3111.08
,,,134.14,2283.07
,,,134.14,1655.95
,,,134.14,1141.29
,,,134.14,672.48
,,,134.15,-27.25
,,,134.15,-855.04
,,,134.15,-1436.53
,,,134.15,-1760.41
,,,134.15,-1833.82
,,,134.16,-1424.22
,,,134.16,-396.87
,,,134.16,1101.11
,,,134.16,2656.09
,,,134.16,3975.06
,,,134.16,5102.56
,,,134.17,5997.82
,,,134.17,6474.15
,,,134.17,6593.11
,,,134.17,6748.97
,,,134.17,7287.43
,,,134.18,7869.42
,,,134.18,7648.17
,,,134.18,6401.91
,,,134.18,4797.51
,,,134.18,3496.62
,,,134.18,2640.6
,,,134.19,2074.67
,,,134.19,1633.72
,,,134.19,1142
,,,134.19,414.75
,,,134.19,-383.57
,,,134.2,-633.54
,,,134.2,53.15
,,,134.2,1433.73
,,,134.2,3058.85
,,,134.2,4299.21
,,,134.2,4353.07
,,,134.21,3301.25
,,,134.21,2206.66
,,,134.21,1559.37
,,,134.21,977.38
,,,134.21,285.81
,,,134.22,-244.44
,,,134.22,-237.87
,,,134.22,504.75
,,,134.22,1694.94
,,,134.22,2709.1
,,,134.22,3024.05
,,,134.23,2413.98
,,,134.23,1079.05
,,,134.23,-359.5
,,,134.23,-1352.92
,,,134.23,-1990.16
,,,134.24,-2601.56
,,,134.24,-2992.07
,,,134.24,-2963.78
,,,134.24,-2972.84
,,,134.24,-3227.28
,,,134.24,-3120.01
,,,134.25,-2283.72
,,,134.25,-1139.96
,,,134.25,-111.98
,,,134.25,681.4
,,,134.25,1021.7
,,,134.26,863.34
,,,134.26,561.5
,,,134.26,304.37
,,,134.26,184.33
,,,134.26,424.97
,,,134.26,775.27
,,,134.27,813.64
,,,134.27,718.79
,,,134.27,749.23
,,,134.27,836.9
,,,134.27,829.57
,,,134.28,609.54
,,,134.28,325.53
,,,134.28,39.11
,,,134.28,-561.98
,,,134.28,-1253.58
,,,134.28,-1451.38
,,,134.29,-1379.51
,,,134.29,-1456.34
,,,134.29,-1491.43
,,,134.29,-1323.54
,,,134.29,-1038.73
,,,134.3,-613.04
,,,134.3,0.3
,,,134.3,673.53
,,,134.3,1113.9
,,,134.3,1170.45
,,,134.31,1056.42
,,,134.31,1032.99
,,,134.31,1207.59
,,,134.31,1516.91
,,,134.31,1494.81
,,,134.31,751.55
,,,134.32,-204.71
,,,134.32,-620.34
,,,134.32,-551.69
,,,134.32,-452.99
,,,134.32,-490.85
,,,134.33,-550.85
,,,134.33,-266.07
,,,134.33,644.92
,,,134.33,1802.55
,,,134.33,2534.83
,,,134.33,2824.1
,,,134.34,3229.01
,,,134.34,3831.69
,,,134.34,4104.07
,,,134.34,3933.4
,,,134.34,3674.31
,,,134.35,3263.41
,,,134.35,2330.03
,,,134.35,911.85
,,,134.35,-442.76
,,,134.35,-1232.13
,,,134.35,-1601.64
,,,134.36,-2007.29
,,,134.36,-2616.1
,,,134.36,-3453.34
,,,134.36,-4275.27
,,,134.36,-4451.61
,,,134.37,-3681.93
,,,134.37,-2163.32
,,,134.37,-236.41
,,,134.37,1603.36
,,,134.37,2977.48
,,,134.37,3836.79
,,,134.38,4305.01
,,,134.38,4558.35
,,,134.38,4381.3
,,,134.38,3417.71
,,,134.38,2239.67
,,,134.39,1744.64
,,,134.39,1783.71
,,,134.39,1709.25
,,,134.39,1446.18
,,,134.39,1266.94
,,,134.39,1158.31
,,,134.4,927.88
,,,134.4,843.91
,,,134.4,1459.1
,,,134.4,2616.48
,,,134.4,3483.67
,,,134.41,3595.93
,,,134.41,3089.32
,,,134.41,2143.45
,,,134.41,945.07
,,,134.41,-44.58
,,,134.41,-407.01
,,,134.42,-146.52
,,,134.42,392.95
,,,134.42,652.1
,,,134.42,209.18
,,,134.42,-689.19
,,,134.43,-1335.35
,,,134.43,-1244.46
,,,134.43,-478.34
,,,134.43,391.45
,,,134.43,673.87
,,,134.43,132.59
,,,134.44,-819.04
,,,134.44,-1486.65
,,,134.44,-1464.25
,,,134.44,-795.51
,,,134.44,191.02
,,,134.45,993.66
,,,134.45,1427.67
,,,134.45,1915.08
,,,134.45,2558.04
,,,134.45,2690.41
,,,134.45,2010.24
,,,134.46,1087.76
,,,134.46,550.55
,,,134.46,578.75
,,,134.46,1015.14
,,,134.46,1663.94
,,,134.47,2445.73
,,,134.47,3062.44
,,,134.47,3056.51
,,,134.47,2541.4
,,,134.47,2155.52
,,,134.47,2333.67
,,,134.48,3154.69
,,,134.48,4442.67
,,,134.48,5721.54
,,,134.48,6493.12
,,,134.48,6604.2
,,,134.49,6154.02
,,,134.49,5317.77
,,,134.49,4441.25
,,,134.49,3771.74
,,,134.49,3049.85
,,,134.49,2101.34
,,,134.5,1358.59
,,,134.5,1108.34
,,,134.5,1107.4
,,,134.5,1138.38
,,,134.5,1266.96
,,,134.51,1776.99
,,,134.51,2789.92
,,,134.51,3880.49
,,,134.51,4604.57
,,,134.51,5014.91
,,,134.51,5361.08
,,,134.52,5702.8
,,,134.52,5847.43
,,,134.52,5772.38
,,,134.52,5673
,,,134.52,5384.35
,,,134.53,4853.96
,,,134.53,4445.34
,,,134.53,3889.82
,,,134.53,2742.96
,,,134.53,1472.84
,,,134.53,559
,,,134.54,16.66
,,,134.54,-110.02
,,,134.54,62.85
,,,134.54,480.03
,,,134.54,1283.75
,,,134.55,2185.07
,,,134.55,2696.39
,,,134.55,2651.77
,,,134.55,2151.2
,,,134.55,1455.29
,,,134.55,510.77
,,,134.56,-1028.99
,,,134.56,-2934.82
,,,134.56,-4429.03
,,,134.56,-4886.9
,,,134.56,-4273.45
,,,134.57,-3289.13
,,,134.57,-2618.01
,,,134.57,-2213.46
,,,134.57,-1680.31
,,,134.57,-656.59
,,,134.57,904.47
,,,134.58,2459.89
,,,134.58,3423.43
,,,134.58,3623.27
,,,134.58,3138.28
,,,134.58,2262.22
,,,134.59,1242.68
,,,134.59,113.32
,,,134.59,-858
,,,134.59,-1265.48
,,,134.59,-1048.85
,,,134.6,-395.98
,,,134.6,329.66
,,,134.6,758.68
,,,134.6,992.05
,,,134.6,1279.94
,,,134.6,1439.66
,,,134.61,1121.42
,,,134.61,179.89
,,,134.61,-1156.87
,,,134.61,-2258.93
,,,134.61,-2712.98
,,,134.62,-2782.83
,,,134.62,-2924.4
,,,134.62,-3226.18
,,,134.62,-3445.64
,,,134.62,-3453.77
,,,134.62,-3378.38
,,,134.63,-3238.5
,,,134.63,-3009.92
,,,134.63,-2756.87
,,,134.63,-2250.35
,,,134.63,-1444.25
,,,134.64,-987.98
,,,134.64,-1156.98
,,,134.64,-1559.87
,,,134.64,-2132.88
,,,134.64,-2758.96
,,,134.64,-2798.62
,,,134.65,-2105.55
,,,134.65,-1205.38
,,,134.65,-507.63
,,,134.65,-296.99
,,,134.65,-687.33
,,,134.66,-1295.19
,,,134.66,-1681.19
,,,134.66,-1706.78
,,,134.66,-1250.14
,,,134.66,-320.39
,,,134.66,771.13
,,,134.67,1832.89
,,,134.67,2863.3
,,,134.67,3704.85
,,,134.67,4163.17
,,,134.67,4263.82
,,,134.68,4220.85
,,,134.68,4301.7
,,,134.68,4576.4
,,,134.68,4766.48
,,,134.68,4486.93
,,,134.68,3645.36
,,,134.69,2525.96
,,,134.69,1476.49
,,,134.69,793.44
,,,134.69,772.88
,,,134.69,1328.08
,,,134.7,2001.93
,,,134.7,2679.75
,,,134.7,3411.84
,,,134.7,3710.07
,,,134.7,3162.54
,,,134.7,2355.61
,,,134.71,2176.08
,,,134.71,2571.38
,,,134.71,2823.18
,,,134.71,2703.97
,,,134.71,2657.66
,,,134.72,3088.83
,,,134.72,3832.73
,,,134.72,4263.56
,,,134.72,3897.48
,,,134.72,2679.12
,,,134.72,943.9
,,,134.73,-491.77
,,,134.73,-1011.74
,,,134.73,-1045.04
,,,134.73,-1325.54
,,,134.73,-1984.47
,,,134.74,-2669.26
,,,134.74,-2637.43
,,,134.74,-1431.54
,,,134.74,165.03
,,,134.74,1096.17
,,,134.74,1485.78
,,,134.75,2030.5
,,,134.75,2832.62
,,,134.75,3517.11
,,,134.75,3798.09
,,,134.75,3621.21
,,,134.76,3227.29
,,,134.76,3111.79
,,,134.76,3426.84
,,,134.76,3601.05
,,,134.76,3001.77
,,,134.76,1587.64
,,,134.77,-272.03
,,,134.77,-2057.83
,,,134.77,-3229.3
,,,134.77,-3671.61
,,,134.77,-3884.86
,,,134.78,-4293.14
,,,134.78,-4654.89
,,,134.78,-4513.11
,,,134.78,-3808.55
,,,134.78,-2849.78
,,,134.78,-2046.58
,,,134.79,-1635.61
,,,134.79,-1593.1
,,,134.79,-1879.1
,,,134.79,-2347.23
,,,134.79,-2505.62
,,,134.8,-1987.69
,,,134.8,-913.01
,,,134.8,429.13
,,,134.8,1572.36
,,,134.8,1919.58
,,,134.8,1498.05
,,,134.81,960.57
,,,134.81,650.04
,,,134.81,442.48
,,,134.81,204.91
,,,134.81,-41.4
,,,134.82,-143.43
,,,134.82,-112.94
,,,134.82,-133.5
,,,134.82,-30.43
,,,134.82,422.68
,,,134.82,971.21
,,,134.83,1462.7
,,,134.83,1968.66
,,,134.83,2245.6
,,,134.83,2052.61
,,,134.83,1316.55
,,,134.84,-99.95
,,,134.84,-1966.63
,,,134.84,-3743.91
,,,134.84,-5162.08
,,,134.84,-6007.09
,,,134.84,-6118.45
,,,134.85,-5745.37
,,,134.85,-5022.19
,,,134.85,-3725.06
,,,134.85,-2082.6
,,,134.85,-864.65
,,,134.86,-349.36
,,,134.86,21.28
,,,134.86,699.78
,,,134.86,1359.42
,,,134.86,1467.13
,,,134.86,1047.94
,,,134.87,574.57
,,,134.87,324.18
,,,134.87,115.08
,,,134.87,-355.23
,,,134.87,-1256.09
,,,134.88,-2533.29
,,,134.88,-3644.12
,,,134.88,-3874.86
,,,134.88,-3172.17
,,,134.88,-2095.27
,,,134.89,-1092.18
,,,134.89,-176.46
,,,134.89,805.77
,,,134.89,1607.52
,,,134.89,1706.58
,,,134.89,1169.47
,,,134.9,664.79
,,,134.9,659.42
,,,134.9,1015.55
,,,134.9,1174.21
,,,134.9,862.58
,,,134.91,466.93
,,,134.91,342.23
,,,134.91,356.35
,,,134.91,265.46
,,,134.91,115.25
,,,134.91,291.46
,,,134.92,875.12
,,,134.92,1353.43
,,,134.92,1663.26
,,,134.92,2307.29
,,,134.92,3139.96
,,,134.93,3481.13
,,,134.93,2991.72
,,,134.93,1796.99
,,,134.93,517.45
,,,134.93,-165.6
,,,134.93,-285.35
,,,134.94,-219.98
,,,134.94,91.42
,,,134.94,980.74
,,,134.94,2458.83
,,,134.94,4049.81
,,,134.95,5123.42
,,,134.95,5241.7
,,,134.95,4353.16
,,,134.95,2930.67
,,,134.95,1640.04
,,,134.95,779.29
,,,134.96,264.07
,,,134.96,-7.42
,,,134.96,151.16
,,,134.96,1009.22
,,,134.96,2186.49
,,,134.97,2769.66
,,,134.97,2562
,,,134.97,2439.21
,,,134.97,3134.8
,,,134.97,4452.81
,,,134.97,5878.98
,,,134.98,7020.42
,,,134.98,7487.03
,,,134.98,7306.29
,,,134.98,6872.99
,,,134.98,6145.49
,,,134.99,5066.47
,,,134.99,4222.87
,,,134.99,3990.29
,,,134.99,3990.15
,,,134.99,3813.88
,,,134.99,3639.06
,,,135,3927.5
,,,135,4469.12
,,,135,4368.74
,,,135,3271.69
,,,135,1761.71
,,,135.01,711.61
,,,135.01,581.64
,,,135.01,1005.21
,,,135.01,1526.5
,,,135.01,2347.04
,,,135.01,3395.71
,,,135.02,3886.77
,,,135.02,3531.25
,,,135.02,2944.82
,,,135.02,2706.72
,,,135.02,2825.88
,,,135.03,3021.67
,,,135.03,2983.63
,,,135.03,2543
,,,135.03,2102.5
,,,135.03,2410.02
,,,135.03,3538.63
,,,135.04,4771.16
,,,135.04,5370.53
,,,135.04,5097.81
,,,135.04,4453.61
,,,135.04,4211.54
,,,135.05,4556.18
,,,135.05,5118.13
,,,135.05,5437.72
,,,135.05,5312.86
,,,135.05,5069.9
,,,135.05,4939.7
,,,135.06,4451.37
,,,135.06,3283.57
,,,135.06,1969.34
,,,135.06,1234.3
,,,135.06,1203.17
,,,135.07,1384.96
,,,135.07,1432.69
,,,135.07,1625.83
,,,135.07,1977.25
,,,135.07,1666.08
,,,135.07,372.62
,,,135.08,-904.08
,,,135.08,-1188.57
,,,135.08,-527.29
,,,135.08,637.14
,,,135.08,1894.49
,,,135.09,2800.93
,,,135.09,3286.25
,,,135.09,3676.53
,,,135.09,3965.14
,,,135.09,3752.76
,,,135.09,2870.4
,,,135.1,1642.95
,,,135.1,845.22
,,,135.1,1190.17
,,,135.1,2452.74
,,,135.1,3690.38
,,,135.11,4308.41
,,,135.11,4190.92
,,,135.11,3317.38
,,,135.11,1908.21
,,,135.11,518.92
,,,135.11,-290.02
,,,135.12,-267.37
,,,135.12,603.41
,,,135.12,2204.97
,,,135.12,3857.02
,,,135.12,4492.15
,,,135.13,3919.77
,,,135.13,2930.34
,,,135.13,2086.38
,,,135.13,1473.54
,,,135.13,1140.12
,,,135.13,1082.98
,,,135.14,1197.92
,,,135.14,1371.11
,,,135.14,1492.41
,,,135.14,1341.9
,,,135.14,741.15
,,,135.15,117.99
,,,135.15,135.25
,,,135.15,601.66
,,,135.15,895.84
,,,135.15,978.52
,,,135.15,998.02
,,,135.16,805.06
,,,135.16,289.28
,,,135.16,-496.49
,,,135.16,-1457.04
,,,135.16,-2382.31
,,,135.17,-2932.32
,,,135.17,-2868.83
,,,135.17,-2324.08
,,,135.17,-1740.76
,,,135.17,-1481.07
,,,135.18,-1501.37
,,,135.18,-1395.35
,,,135.18,-876.03
,,,135.18,-275.13
,,,135.18,-166.47
,,,135.18,-345.1
,,,135.19,-68.93
,,,135.19,562.49
,,,135.19,941.03
,,,135.19,1371.02
,,,135.19,2469.04
,,,135.2,3986.79
,,,135.2,5275.17
,,,135.2,5842.02
,,,135.2,5409.09
,,,135.2,4115.27
,,,135.2,2364.61
,,,135.21,576.26
,,,135.21,-836.3
,,,135.21,-1612.08
,,,135.21,-1637.47
,,,135.21,-860.06
,,,135.22,527.7
,,,135.22,1921.26
,,,135.22,2608.26
,,,135.22,2540.56
,,,135.22,2289.56
,,,135.22,2039.59
,,,135.23,1668.89
,,,135.23,1444.96
,,,135.23,1625.01
,,,135.23,2051.9
,,,135.23,2340
,,,135.24,2154.23
,,,135.24,1597.57
,,,135.24,918.75
,,,135.24,89.01
,,,135.24,-676.87
,,,135.24,-1018.71
,,,135.25,-1165.52
,,,135.25,-1444.99
,,,135.25,-1592.72
,,,135.25,-1255.28
,,,135.25,-687.41
,,,135.26,-507.51
,,,135.26,-851.26
,,,135.26,-1283.06
,,,135.26,-1409.42
,,,135.26,-971.39
,,,135.26,144.91
,,,135.27,1586.54
,,,135.27,2819.98
,,,135.27,3705.19
,,,135.27,4304.99
,,,135.27,4365.21
,,,135.28,3661.51
,,,135.28,2676.75
,,,135.28,1974.84
,,,135.28,1442.2
,,,135.28,1071.6
,,,135.28,1264.32
,,,135.29,1965.75
,,,135.29,2904.15
,,,135.29,4168.47
,,,135.29,5597.52
,,,135.29,6627.33
,,,135.3,7025.77
,,,135.3,6945.24
,,,135.3,6510.38
,,,135.3,5840.45
,,,135.3,5133.14
,,,135.3,4474.71
,,,135.31,3718.82
,,,135.31,2681.72
,,,135.31,1492.07
,,,135.31,654.63
,,,135.31,667.51
,,,135.32,1594.06
,,,135.32,2895.01
,,,135.32,3691.89
,,,135.32,3487.18
,,,135.32,2529.92
,,,135.32,1418.64
,,,135.33,693.43
,,,135.33,516.56
,,,135.33,394.6
,,,135.33,-341.58
,,,135.33,-1771.92
,,,135.34,-3442.33
,,,135.34,-4908.1
,,,135.34,-5950.53
,,,135.34,-6458.8
,,,135.34,-6524.75
,,,135.34,-6559.24
,,,135.35,-6726.14
,,,135.35,-6628.45
,,,135.35,-5987.56
,,,135.35,-4896.72
,,,135.35,-3544.13
,,,135.36,-2429.29
,,,135.36,-2206.5
,,,135.36,-2909.43
,,,135.36,-3843.23
,,,135.36,-4275.41
,,,135.36,-4099.83
,,,135.37,-3692.51
,,,135.37,-3243.37
,,,135.37,-2884.67
,,,135.37,-3028.23
,,,135.37,-3718.68
,,,135.38,-4355.38
,,,135.38,-4384.31
,,,135.38,-3642.71
,,,135.38,-2407.31
,,,135.38,-1301.07
,,,135.38,-670.7
,,,135.39,-502.84
,,,135.39,-901.63
,,,135.39,-1774.05
,,,135.39,-2537.92
,,,135.39,-2689.18
,,,135.4,-2184.31
,,,135.4,-1433.87
,,,135.4,-1011.67
,,,135.4,-1017.16
,,,135.4,-1070.48
,,,135.4,-846.73
,,,135.41,-342.81
,,,135.41,4.39
,,,135.41,-66.09
,,,135.41,29.99
,,,135.41,720.51
,,,135.42,1599.74
,,,135.42,2407.65
,,,135.42,3124.39
,,,135.42,3407.07
,,,135.42,3025.74
,,,135.42,2046.9
,,,135.43,650.97
,,,135.43,-724.29
,,,135.43,-1790.23
,,,135.43,-2764.08
,,,135.43,-3746.46
,,,135.44,-4341.38
,,,135.44,-4235.22
,,,135.44,-3707.73
,,,135.44,-3167.95
,,,135.44,-2576.98
,,,135.44,-1948.88
,,,135.45,-1729.87
,,,135.45,-2058.4
,,,135.45,-2344.71
,,,135.45,-1777.74
,,,135.45,-132.8
,,,135.46,1736.8
,,,135.46,2730.35
